arh,esp
"Kʉn vid za'kinuga'ba buru ʉnka'ɉiri,winusin awiri uwa ɉe bunnasin mʉkʉ ʉnka'chukwʉya.","Él amarra su burro a una vid,y a una cepa las crías de su asna.Él lava en vino su vestido,en sangre de uvas su manto."
Awi keywʉri Jesú Nasaré zanʉ ema Niwipaw urakʉ gʉrʉsa awiri Moisese' re'gusi niwikʉchusanari ʉnta'sa ʉngwa gun neri” reyʉn nuga iano'kuyin gwa'na.,Le hemos oído decir que el tal Jesús de Nazaret va a destruirlo y a cambiar las tradiciones que nos legó Moisés.
"Iwa i'ngweygwiri koti genʉn wa'nanari, koti aninaya uye'ri anitʉnha zʉn una.","Otra parte de la semilla cayó entre cardos, y los cardos crecieron y la ahogaron."
"Yanaɉu cheyrwari: —“Gʉnʉ re'zi awʉnki” key, cheyrwa gunʉ re'zisie'ri, ichama zana'gwi du zʉn ana'zʉnna.","Entonces dijo al enfermo:—Extiende tu mano.Él la extendió y recuperó el movimiento, como la otra."
"enanuyáy umún mikujunukwéy nánuya, uyéy kinki ikwey zweykwa, eyméy kawi unkukwéy nariza ni yeyka, gakunamu kwuya ni. bema neki, gwamu guga sí riwiana (abogado) kujunu nari, ey yukwéy winukunariza ni.",- acción pública. esta acción la regula el artículo 87 de la constitución nacional. cualquier persona puede acudir ante un juez para solicitar que se cumpla una ley o una orden de otra autoridad pública.
"Ey uye'ri Pedruse'ri: —“Ey zásʉna ni” kʉyana.Ey awi Pedruri urakʉse' yow anikwʉn nuga'ba ʉnchore'ri, Jesuse' minsʉ amasayri: —“¿Simón, mari aziri na'chukwe? rey rinari ka'gʉmʉse' rinikwʉn nuga ɉinari, inʉ zasanʉn winʉkʉyʉn nugari nʉnno, apowru kingwi, kwa powru ʉɉwʉn zanʉ” key ie'ri.","Cuando llegaron a Cafarnaún, se dirigieron a Pedro los encargados de recaudar los impuestos del Templo y le preguntaron:—¿No paga el Maestro de ustedes el impuesto del Templo?"
"(Mar. :-; Luk. :-, -; Jn. :-) Ey ukwe'ri Juan Bautistari Judea ikʉnawakʉ ga'kʉnamʉ zaka'cho'sʉn zoriri,",Por aquel tiempo comenzó Juan el Bautista a predicar en el desierto de Judea.
"Ey awi Feripiri, ma'keywa abu'gʉmʉ gaysinʉ winneyka, Niwipawse' ga'kʉnamʉ yʉkwa winʉkʉya zakʉwina'cho'sʉya rinʉnna.",Tenía Felipe cuatro hijas solteras que poseían el don de profecía.El profeta Agabo
"Ey anuye' nʉngwari Isaari, eymí pari ʉnzori, Gerar aya sʉwana, ʉnkwʉn rinhachusana.","Isaac se fue de allí y montó su campamento en el valle de Guerar, donde se estableció."
Ʉweri ɉwí gugin nʉnmʉkʉnna anʉnkipariri mʉnʉ' ʉnzweykinanʉko. Akowna nikʉn na'nari má me'zasarwasin dikingwi ne a'zasarwʉnki inʉse' chʉwí kʉniko.,"Pues tómala y vete. Si yo quiero pagar a este que llegó a última hora lo mismo que a ti,"
"eygwi kʉya'bari “Nʉn kinkiri pinna awkwey gunti nʉkʉnʉnna zʉn gun nʉndi, ʉweri agutari re'nika awkwa Mase' pariri powru agutari nánʉngwa ni, powru kinkiri sʉmʉ zʉn zari kinkiri mi tana ɉinase' pariri rey zʉn rinanʉngwa gun nʉndi.","Luego añadió:—Yo soy el Todopoderoso; sé fecundo y multiplícate. Un pueblo, una muchedumbre de naciones nacerá de ti y habrá reyes entre tus vástagos."
"Neriri Melki zʉ gʉmʉsinʉ nare', Melkiri Adí zʉ gʉmʉsinʉ nʉnna. Adiri Kosan zʉ gʉmʉsinʉ nare', Kosandi Elmodan zʉ gʉmʉsinʉ nʉnna. Elmodandi Er zʉ gʉmʉsinʉ nare',","Meljí, Addí, Kosán, Elmadán, Er,"
"Nʉkin má mika'mʉkʉna kunuku neyka Jesú zaka'cho'si miɉumamʉsin a'mʉchʉya ɉina du a'kusi, Inʉ arunhá me'kusʉkweyna unisi eygwi diwʉn diwʉn unikʉn gwa'sow” winʉkʉyana.","Pon en juego tu poder, para que en el nombre de Jesús, tu santo servidor, se produzcan curaciones, señales milagrosas y prodigios."
"Ey gun ʉwe'ri, asin kinki zʉn ʉnkʉnari kwʉya ɉinari, eygwi ʉntʉnhʉn neki nuku nánʉya nanu'kinó; ʉwe'ki wintʉnhʉya ɉinase'ri winchu' nariri ʉnwinɉwa'su na'me zʉn gun ey rinikʉndi","Quien permanece unido a él no comete pecado; quien sigue pecando, es que no lo ha visto ni conocido."
"Disán zʉ gʉmʉsinʉ ɉinari Us awiri Arám rinʉnna,",Los hijos de Disán fueron: Us y Arán.
"pan gʉwa awiri nʉndi, kʉmʉrin re'kʉwikuma ukumanari, i'ngweti kʉmʉrin niwe'zʉnnari diwʉn diwʉn zari ey niwe'zʉnki nusin.","él y yo tuvimos un sueño la misma noche, cada sueño con su propio significado."
"Uye'ki Jesuri e'gwi aɉumamʉsin ikʉ du a'kusa uwin gun a'zare'ri, ʉnmi'nanaɉu ikʉ iwa'siri: —“¿Inʉri mʉkʉse' nʉkʉdʉmanao?” yana.","Jesús se dio cuenta enseguida de que un poder curativo había salido de él; se volvió, pues, hacia la gente y preguntó:—¿Quién ha tocado mi manto?"
Ey uye'ri ikʉnha'ri:—“Judea meyna powru Belén ayekʉ kwakumeyza na'nʉnno; profetase'ri eymí a'sana gun nʉnnʉndi:,"Ellos le dieron esta respuesta:—En Belén de Judá, porque así lo escribió el profeta:"
"Guna'ri agwia Esaú nari kawi untʉsin kʉzare'ki, ke awanu'nʉn awi, ga'kʉnamʉ duna a'wesiwa a'zare'ri,",Así que no lo reconoció porque sus manos eran velludas como las de su hermano Esaú. Ya se disponía a bendecirlo
"Ey uye'ki ikʉnha keywʉ winie'ri: —“Ʉnne'ki, chiwa winchuya ɉina rinasi, yow chiwa ʉnnʉnni'si keywʉ, a'nʉ ʉnwina'chiwi'nige, ɉe ʉnka'kawkwey niwikʉniga gun nʉndi” winʉkey.",Y ellos respondieron:—No podemos hacer eso hasta que no lleguen todos los rebaños y se retire la piedra que está sobre la boca del pozo; solamente entonces podremos abrevar las ovejas.
"Ey awi Jesuri barkuse' anʉkʉchare'ri, ikʉ eymí sʉmʉ kʉnhani'kumana chuye'ri; chʉwí keywʉ kʉnisiri, a'mʉchi a'zʉna wazwein nukagwi uye'ri du wina'kusa gunti winuna.","Al desembarcar Jesús y ver toda aquella multitud, se compadeció de ellos y curó a los enfermos."
"Karrusin awiri, kʉwayusin gwi winʉkʉchwi rizorie'ri re'masi zoyana.","Subieron también con él carros y jinetes, de modo que el cortejo era impresionante."
"Ey uye'ki i'ngwi Jesusin aya'ba'gwi nu'nari masite ʉnka'wʉrʉ'naɉuri i'ngwi saserdoti ɉina zʉ sakuku umʉn a'zʉna zʉ gunamʉ kukwʉ kʉbeykí keywʉ nuse'ri,","Jesús le dijo:—Amigo, lo que has venido a hacer, hazlo ya.Entonces se abalanzaron sobre Jesús y, echándole mano, lo apresaron."
Ema a'nʉ emi sa'ki nu'kwari Niwipaw urakʉn zanʉngwa na'nʉnno. Pinna ɉuna Nʉpaw inʉ na'wesʉya'ba pari dikinte inʉ re'gawi gunti i'ngwi uga re'gawiri i'ngwi a'gusiri mazey nari mika'chusa kinki ʉnté awnʉngwa ni” kʉyana.,esta piedra votiva que he erigido será casa de Dios y le daré el diezmo de todo lo que me dé.
"Mu'murune kʉchʉ gaysinʉri inʉ me'ɉunʉya nʉna'sisa awʉndi ga'kʉnamʉ mikʉnchunha awninza ni, kwa ka'gʉmʉ akín re'gukʉn nu'kwa neki dikin nʉna'sisa awʉnkinkiri mikʉchusagwi awkinʉnnarwe kʉyana.",Una y otra vez le juró:—¡Te daré todo lo que me pidas; hasta la mitad de mi reino!
"Ʉwame' ikʉ du anugwe a'nikwʉyari, inʉ dunagwi yeyka gun nʉndi, inʉri dunari asin na'me na'nʉnno, iwa anugwe du a'niku nanʉnkinkiri, inʉ du nanu' neykagwi zʉndi yu'kinʉnno.","De la persona buena brota el bien, porque es rica en bondad; pero de la persona mala brota el mal, porque es rica en maldad."
"7. iku diwún diwún akwey zoya'ba, gwamu ungwakungwa sí",7. artículo relativo a la justicia en los pueblos indígenas
"¿Emari kʉn sʉrʉsʉya sʉ gʉmʉsinʉ awiri azakuri María na'ba Santiagu, José, Simón awiri Judasin winʉnkuyari nanu' kinó?","¿No es este el hijo del carpintero? ¿No es María su madre, y sus hermanos Santiago, José, Simón y Judas?"
"Ey awi yow ʉnwinino'kwaki nʉngwari i'ba nari keywʉ emey winʉkey Niwipaw gwamʉ ʉnwinʉnka'sisʉnpʉnna: —“A Niwipaw má ku'nawa, ka'gʉmʉ, ɉiwʉ awiri ʉya'ba kʉnari awʉngwa na'gowna,","Al enterarse, todos elevaron unánimes esta oración a Dios:—Señor nuestro, tú has creado el cielo, la tierra, el mar y todo lo que hay en ellos;"
"Juanse'ri: —“Ɉumiri nanʉyʉkin zʉn sisiri kawa'si neki sisu' nánʉkwa” winʉkey ie' nʉngwa,",Juan les dijo:—No exijan más tributo del que está establecido.
"I'mʉnʉ nʉngwari Pedru nari Juansindi, ɉwí ingʉ nisi ratre sinke Niwipaw gwamʉ ʉnka'sisʉya na'me, emey ʉngwasi Niwipaw urakakʉ keywʉ rizoyana.","Un día en que Pedro y Juan fueron al Templo para la oración de media tarde,"
Anizʉnákʉchʉ ukumey zi agazaye' nekibemase' ikweyza neki nanu' nʉnna.Ʉngwaka awiri ka'gʉmʉse' pari a'na'tiza ukumana gun nʉndi ¿Inʉse'ri atana zaka'cho'sʉnno?,El etíope respondió:—¿Cómo puedo entenderlo si nadie me lo explica?E invitó a Felipe a subir al carro y sentarse a su lado.
"Uye'ri Jakobu Labán keywʉ keyri: —“Ɉweɉwe' nari neki mibu'gʉmʉ ɉina nʉnʉnguka awizay na'zari zʉn chowchu nʉkʉnasin,","Pero si te marchas porque añoras la casa de tu padre, ¿por qué me has robado mis dioses?"
Lameri i'ngwi sientu abewa uga mowga kʉtow kʉgi' izare'ri i'ngwi gʉmʉsinʉ cheyrwa kwakumana.,Lámec tenía ciento ochenta y dos años cuando engendró un hijo
Sinkʉ ara sinko zare'ri i'mʉnʉ eygwi chey zʉ pawri ikʉ rihʉnni'kumʉyʉnke' zoyanari cheyrwa inʉ winʉkʉzanʉn nuku' neyka imʉ sa sa zʉna chuye'ri: —‘¿Yari miwiri inʉ ukumu' nariri ʉnke' zʉn ɉwí miwenayʉndi anuko?’ winʉkʉyana.,"Finalmente, sobre las cinco de la tarde, volvió a la plaza y encontró otro grupo de desocupados. Les preguntó: «¿Por qué están aquí todo el día sin hacer nada?»."
"Inʉ ʉwanu' nʉna ukumʉyachʉka'ri gwamʉ niwikʉre'sa zʉn ú,niwi ósʉn niwiwari aziki niwinhʉwagwamʉ kʉre'kumʉya zana' gwi nari.","Perdónanos el mal que hacemos,como también nosotros perdonamosa quienes nos hacen mal."
"Farisew ɉinari, Jesuri sadusew ɉina té rinikʉn gwa'sana rino'kuya'me, winʉnkʉnni'kuma keywʉ awiri,","Cuando los fariseos oyeron que Jesús había hecho callar a los saduceos, se reunieron en torno a él"
—“¿Ʉweri miwiri sanusi kingwi Niwipaw zʉ ga'kʉnamʉ a'sanari ayu'gwi neyka kinó?:‘Urakʉ wingʉwase' i'ngwi urakʉ zʉ kʉtʉri a'mʉkanu' ni í winwitenariiwari yow urakʉ ku'mʉ anísʉya ʉnnikaki nugín yeykari.,"¿No han leído ustedes este pasaje de las Escrituras: La piedra que desecharon los constructores, se ha convertido en la piedra principal."
"Ey awi Abrandi ategʉmʉ Lori tókuma una nʉnna gun no'kuye'ri máykʉnʉ sientu i'ngwi uga abewa kʉtow nánʉkin gunamʉ urakʉse' winʉka'gekuya winzapanʉkwey wina'rizʉna gunʉ wina'si nʉngwa, powru Dan ayekʉkin rey rinanʉn nu'na ɉina wasi keywʉ rizoyana.","Uno de los que habían escapado fue a dar aviso a Abrán, el hebreo, que estaba acampado junto al encinar de Mambré, el amorreo, que era hermano de Escol y de Aner, aliados de Abrán."
"Eymí anawi, profeta Isaíase'ri:—‘Bin ne kʉno'kwanige'ki, wina'rino'ku nʉngwa ni,azi ne wa'kanige'ki, chu' nanʉngwa ni.","Así que en ellos se cumple lo que dijo el profeta Isaías:  Ustedes escucharán, pero no entenderán; mirarán, pero no verán."
"Ey uye'ri i'mʉnʉgwi tikirí nʉkawin wina'zʉnki nuse'ri, du kawi eywʉ wina'zanika awi kʉn igera zachʉ wintasi windekuya awi ayasin gumʉ winʉnyu una.","En aquel momento se les abrieron los ojos y descubrieron que estaban desnudos, por lo que entrelazaron unas hojas de higuera y se taparon con ellas."
Niwitiɉoma ɉinari Niwipawse' nari kingwi tawernákuluc Moisese' ka'chunheyri emey kawi gawkwa kʉyana nʉnna'me ʉya wingownari ka' tikiririsinke' winʉkʉnʉnnari nanu'nó.,"Nuestros antepasados tenían en el desierto la Tienda del testimonio, que fue construida conforme al modelo que había visto Moisés cuando Dios le habló."
"Jesuse'ri: —“¡Anugwe du nanu' neyka, mʉnʉ' eyma cheyrwase' pari a'chonow!” kʉyana nʉnna'me eymí yana.",Y es que Jesús había dicho al espíritu impuro que saliera de aquel hombre.
"seyku' ʉnzanikʉn nuse'ri, cheyrwa renakʉn renugin ‘¡ʉnkipanʉn a'chona! agákʉna no'kuzʉnna’.","Cuando a eso de la medianoche se oyó gritar: «¡Ya viene el novio! ¡Salgan a recibirlo!»,"
"Abran neki ʉnnʉza'kinuku nari, iwa pariri Abraan ʉnnʉza'kinukʉngwa gun nʉndi, powru agutari zʉna zʉ kakʉ nanʉmingwa na'me.","No te llamarás ya Abrán, sino que tu nombre de ahora en adelante será Abrahán porque yo te hago padre de una muchedumbre de pueblos."
"winʉkʉchwʉngwa nari gunʉwina'sana ɉina, gunamʉ kʉga'si winʉkʉkanʉn gwa'sanari, rizwe'i nʉn una.","Envió a sus criados a llamar a los invitados a la boda, pero estos no quisieron acudir."
"Awi ikʉri ʉnhamawaki zare'ki Jesuse'ri: —“Ʉnmaú nʉn gaysinʉsitari wichaki neki nuku' gun neki kʉmʉn zʉndi nuku'kinó” winʉkey ie'ri,","Todos estaban llorando y haciendo duelo por la muerte de la niña. Jesús les dijo:—No lloren, pues no está muerta; está dormida."
"Sikendi akakʉ Jamorse'ri, powru o'kʉta achonʉyʉnkékʉkin kʉchwi zoyanáɉuri eymʉnke', winkwʉn rinuga ɉinari emey kʉyana:",él y su padre Jamor fueron a la puerta de la ciudad y hablaron así a sus conciudadanos:
"pin Egiptu awiri Kanaán meynari, yow ɉwí tikúma uye'ri, egipsiw ɉinari: —“¡Má zamʉ niwe'kawa awʉn du nanu'kinʉnno, ɉwí ʉnniwikʉnanu ne'ri, márisin wicha unanʉn ki niwinha'chukwe!” Joseri winʉkʉyana.","Pero cuando se agotó el dinero en Egipto y Canaán, todos los egipcios fueron a decirle a José:—Danos pan. O ¿vas a permitir que muramos, porque ya no nos queda dinero?"
"Sakuku umʉnte wina'rizʉna ɉina Sanedrín zakʉ wina'nuga winʉnni'kumaki nugekʉ winwazorie'ri, saserdoti ɉina zʉ sakuku umʉn a'zʉnase'ri eymí kʉyana:","Una vez introducidos a la presencia del Consejo Supremo, el sumo sacerdote procedió a interrogarlos:"
Ʉweri emari Niwipawse' una'me zʉn gun arunhá niwe'zanʉndia’” winʉkʉyana.,"Esto lo ha hecho el Señor, y nos resulta verdaderamente maravilloso?"
"Ey uye'ki Abranse'ri: —“Niwipaw pinna inʉ kwʉn nuga gwasi umʉn a'zʉna ku'nawa awiri ka'gʉmʉ gownari ga'kʉnamʉ tá neyka a'wenarwari ema gun nʉndi,",El rey de Sodoma dijo a Abrán:—Dame las personas y quédate con los bienes.
"Ʉwe'ki i'ngwiri gwamʉ kʉre'kumu' gun nʉndi, Kakʉ warinzanʉ gwakʉn gwamʉ miwikʉre'su'gwiri na'nʉnno”.Jesuri marʉneykʉ níkʉkwa sirigʉn ikʉ ʉwiana","Pero, si no perdonan a los demás, tampoco el Padre les perdonará los pecados que hayan cometido.Sobre el ayuno"
"Uye'ki ayʉnke rinanʉn nu'na ɉinase'ri: —“¿Azina'me'ri saserdoti ɉina zʉ sakuku, umʉn a'zʉna Niwipawzeyri, eymí keyri na'dʉnkwe?” winʉkey ie'ri",—¿Te atreves a insultar al sumo sacerdote de Dios? —preguntaron los asistentes.
"Jesuse'ri guná tosiri:—“Ey awʉna'ɉunʉyʉn ¡bunsi anʉkʉzanika ú!” kʉyana. Ey anʉwasindi, wichamʉ leprari bunsi anʉkʉzʉnna.","Jesús extendió la mano y lo tocó, diciendo:—Quiero. Queda limpio.Y al instante el leproso quedó limpio."
"Ey awi gowiernu warin zanʉzey neyka yawi minhipʉnasa uni'kwe kinkiri; emi ka'gʉmʉse' kwa na'chu neykari, ku'nawakʉ ayeygwi kwa izanu'gwi nanʉngwa ni, iwa má emi ka'gʉmʉse' kwa na'chwʉya kinkiri ku'nawakʉ ayeygwi kwa gwi izanʉngwa ni” kʉyana.","Yo te daré las llaves del reino de los cielos: lo que ates en la tierra quedará atado en el cielo, y lo que desates en la tierra quedará desatado en el cielo."
"Uye' nʉngwari ikʉnha'se'ri: —“I'ngwi soldadu zʉ sakuku Korneriw za'kinugari powru judíw ɉinase' du zaka'cho'kumey waseykumʉya nari keywʉri, ari Niwipaw gwi chow a'chwʉya na'me i'ngwi Niwipaw zʉ gunamʉ warinzanʉse' ka'choriri Pedru za'kinuga mikeynʉn nakʉngwasi rekʉkanʉn gwa'za awiri, a mikʉya ino'kwa awkwa ni kʉyana í niwiga'sana'me anakaki nugín” winʉkʉyana.",—Venimos de parte del capitán Cornelio —respondieron—. Es un hombre recto que rinde culto al verdadero Dios y a quien todos los judíos aprecian de veras. Un ángel de Dios le ha indicado que te haga llegar a su casa para oír lo que tengas que decirle.
"Inʉri Dawise' kingwi, Salmuse' paperise' a'sanindi:ʻSakuku, Nʉsakuku ey keyrinʉ durigʉnkiay asow",El propio David escribe en el libro de los Salmos: Dijo el Señor a mi Señor: «Siéntate a mi derecha
"Ey awi mʉrogwi ranuewe zare'ri, chey zʉ pawri i'mʉnʉ eygwi keywʉ zoyana, ey uye'ri ikʉ rinhani'kumʉyʉnke' cheyrwa inʉ winʉkʉzanʉn nuku' neyka keywʉ rinikwʉya winchwana.",Hacia las nueve de la mañana salió de nuevo y vio a otros jornaleros que estaban en la plaza sin hacer nada.
"Ey awi asige'ri, soldadu kʉtʉn rizwein nu'na ɉinari eygwi ʉndinugekʉ ʉndinaka ʉnwinuye, iwa kʉwayuse' wininikwʉya ɉina nʉngwari eygwi Pablusin ʉndizoya winuna.","Al día siguiente, los demás soldados regresaron a la fortaleza, dejando que prosiguieran con Pablo los de caballería."
Í gun Jesuri: —“Ákwa anugwe wichu' neyka niwikʉnanʉngwa ni” yana gun nʉndi.,"En cuanto a ustedes, permanezcan fieles al mensaje que oyeron desde el principio; si lo hacen así, participarán de la vida del Padre y del Hijo."
"Eygwi kʉgi' anʉkʉzagi uye'ri, i'mʉnʉ eygwi keywʉ José winʉkʉzoriri: —“Tegwe tá kinki ɉwí ʉnniwintikuma awaki nusiri, ana'nuga ʉnniwikʉnʉna kinkiri mazey gunti zʉn gun nʉndi, inʉri eygwi ʉnmikʉngeykʉko, ka'gʉmʉ nari keywʉri, niwi gʉchʉ nʉkin zʉn gun niwikʉnʉndi.","Pero pasó ese año, y al año siguiente fueron a decirle a José:—Señor, no podemos ocultarte que el dinero se nos acabó y que el ganado es ya de nuestro señor. No tenemos otra cosa que ofrecer a nuestro señor que nuestros cuerpos y nuestras tierras."
"Eymí awʉn nuse'ri, Jesú zazaku awiri Jesusin winʉnkwʉya ɉina urakʉse' winkinkumanaɉuri o'kʉnkekʉ winachusiri, Jesú winʉkʉkanʉn gwa'sa una.",Esto lo dijo Jesús contra quienes afirmaban que estaba poseído por un espíritu impuro.La verdadera familia de Jesús
"Ey uye' nʉngwari Rebekari wa'ka gwi uye'ri, Isaari eychó na gun chuye'ri, kʉmeyuse' pari kʉchariri,","También Rebeca miró y, al ver a Isaac, bajó del camello"
"inʉri tʉkindi ingʉ chʉwi zanʉn nu'nige'ri: ʻA'mia gʉmʉsinʉ ʉnkʉtosu' nari, ʉya ʉnkineysʉkwa nʉkawin a'zanu' neyka gundi zeynari a'zanu'no ayʉn anukʉngwa gun nʉndiʼ.","Jesús se volvió hacia ellas y les dijo:—Mujeres de Jerusalén, no lloren por mí; lloren, más bien, por ustedes mismas y por sus hijos."
"(Mt. :-; Mar. :-) Ʉnkamechʉyʉn ɉwín sawruba'ri, Jesuri kʉriwiya ɉinasin trigu nugʉnke' wina'zagichi rizwein nuse'ri, winʉkʉriwiya ɉinari trigu a'wʉnsana iwechi ʉya wina'kwisi wingey rini'na.a",Un sábado iba Jesús paseando por entre unos sembrados. Sus discípulos se pusieron a arrancar espigas y a comérselas desgranándolas entre las manos.
"Nʉkakʉri nʉɉuga kuya'me kway riwʉnari, nʉɉuga anuzwei' narwʉndi,","La vida, pues, de mi padre, tu siervo, está tan unida a la vida del muchacho que, si el muchacho no va con nosotros cuando yo regrese,"
"Awi nʉngwa Jesuri kʉriwiya ɉina keywʉ winʉkey ie'ri: —“Miwiri akinzari keywʉ miwikei' narwe'ki mʉnákin kindi Ikʉ warinzanʉri chwá awkwey miwe'zanʉngwari ichona awʉngwa gun na'nʉnno, ey unige'ki achu' ananʉngwa gun neri.","No se podrá decir: «Está aquí» o «Está allí». En realidad, el reino de Dios ya está entre ustedes."
"—“Ey ʉweri du winʉkʉno'kukwa, iwari báywé Jerusalén ikʉ zʉ gʉmʉsinʉ warinzanʉri saserdoti zʉ sakuku ɉinase' awiri ley wina'rigʉnkwʉya ɉinase' ipʉnhákumey wichizay ni winyʉngwekʉri báywe',",—Ya ven que estamos subiendo a Jerusalén. Allí el Hijo del hombre será entregado a los jefes de los sacerdotes y a los maestros de la ley que lo condenarán a muerte;;
Awi iwari niwitiɉoma ɉina Niwipawse' Inʉ kʉnchunha awnʉngwa ni kʉyaneyka tá a'chwa gwi awaki nu'kwa'me' gun iwari emi du nʉnhʉre'bonʉn nʉnhawanakaki nukʉndi.,"Ahora, sin embargo, estoy siendo procesado porque espero en la promesa que Dios hizo a nuestros antepasados;"
"azi níkʉkwa ni neki wina'zanu' rinanʉn nuga genʉndi, mowga cheyrwa keywʉ acheynʉn richo' nariri mʉkʉ a'kisʉya kʉnuga keywʉ winchuye'ri,","Estaban aún desconcertadas ante el caso, cuando se les presentaron dos hombres vestidos con ropas resplandecientes"
"Ey uye'ri i'ngwi cheyrwa keywʉ Jesú cheynʉnke'gwi nisi zʉn nu'nari, Jesuri eymí yʉnnuga ino'se'ri ʉyase'ri: —“Niwipaw zʉ gowiernusikʉ zeywamʉ ʉnkumanʉge' eykʉ zakunana gʉn rizoyeykari awʉnkawa rinanʉngwari na'nʉnno” kʉyana.",.Parábola de la gran cena
"Nʉgunamʉ cheyrwa awiri nʉgunamʉ a'mia ɉinase' gwakʉn ayeygwinʉn Anugwe Duna wina'sa uni'kweri,nʉga'kʉnamʉzakʉwina'cho'sʉya gwi rinanʉngwa na'nʉnno.","A los que me sirven, tanto hombres como mujeres, otorgaré en aquellos días mi Espíritu, y hablarán inspirados por mí."
"Aɉumeka, ʉnchusa awʉnʉnkʉri i'ba aninayʉn nusi ana'nika unige'ri, kanʉ du nanu' neyka takʉya minsʉ ga'sani'kwe'ri ʉnpunʉn ʉnwazwengwasi yow anʉnkʉɉa awiri, tʉkindi trigu nʉn nʉkinikuya'ba gwi nʉkʉnni'sa ukumʉngwa na'nʉnno’” kʉyana.Mostasa zaɉuna zaka'cho'si ga'kʉnamʉ ʉnkʉwa'na(Mar. :-; Luk. :-)","Déjenlos crecer juntos hasta el tiempo de la siega. Entonces encargaré a los segadores que corten primero la cizaña y la aten en manojos para quemarla, y que luego guarden el trigo en mi granero».Parábolas de la mostaza y la levadura"
"Ey ʉweri kʉn igera, ɉomʉ zanikʉnpʉnnige niga kʉriwía zʉn awʉnki, azachʉ yow anʉnsinha ʉwe'ri, tikki ʉnzanikʉnpʉna'me eykawa ni aya nanu'kinó.","Fíjense en el ejemplo de la higuera: cuando ustedes ven que sus ramas se ponen tiernas y comienzan a brotarles las hojas, conocen que el verano se acerca."
"¡Nʉgʉmʉsinʉ Judári! gwiaɉina kwi'ma, ʉnkʉzatosi zʉya zana nisiri,gwiaɉina cheyrwa kwa gwiaɉina a'mia ʉnkʉzatosʉngwa ne inʉ iwa'kʉn nuga zana zʉn gun nʉndi,¿Inʉri mikʉdʉmanʉnno?","Cachorro de león es mi hijo Judáque vuelve de hacer presa;cuando se echa y se recuesta como leóno como leona, ¿quién lo desafiará?"
"Ey uye'ki Isaase'ri: —“Miɉuga ʉnnaka awi nʉkʉrigaséy zʉn awi, má ga'kʉnamʉ duna me'wesʉnʉngwa nʉnnari ase' anipana zʉndi a'wkinʉnhʉwʉnno” kʉyana.",Pero Isaac le respondió:—Ha venido tu hermano con engaños y te ha robado tu bendición.
"Inʉ, mʉrakʉ re'bunna umʉta chwizaniku neyka neki nanu' gunnʉndi, inʉse' agʉnchonu' nanʉngwa izʉnna anʉgʉnchonu nʉn kinki awʉya neki nanu' nanu'kinó.","Porque nada hay secreto que no haya de ser descubierto, ni nada oculto que no haya de ser conocido."
¡Ey awari ema mi gʉmʉsinʉ yʉnke' a'mia i'ngwi i'ngwi a'zʉnasin yow inʉ na'wenari ʉnmíntisa nikaki nuga ɉumena ki terneru ingumʉn chinchin kawa kʉgwa'na nisi ki zeywamʉ nisʉndi nʉnu'kwe!” keywʉ key ie'ri.,"Y ahora resulta que llega este hijo tuyo, que se ha gastado tus bienes con prostitutas, y mandas matar en su honor el becerro cebado»."
"Josese'ri, Benjamindi ikʉnha'sin ni a'zari chuye' nʉngwa, gunamʉ umʉn a'zʉna urakʉse' kinu'na ey keyri: —“Nʉ keynakʉ yow winuzoya ú, awi eykʉri paka gwaka awiri ɉokwʉn nukʉkwa, iwa ɉwiku'ri nʉnsin zamʉ wingʉngwa gun neri” kʉyana.","Cuando José vio que Benjamín estaba con ellos, dijo a su mayordomo:—Lleva a estos hombres a mi casa. Manda matar un animal y que lo guisen, porque estos hombres comerán conmigo al mediodía."
"—“Cheyrwa ɉina, ɉiwʉse' naykwa nʉnkʉri chow a'zanika awaki nugín gun na'zʉneri, ʉweri barku, karga wa'mʉ ikuma awiri manʉnka' chʉká me'zari kinkumu'nʉn awkwa ni na'zʉnki nugín” key ie'ki.","—Señores, opino que proseguir viaje ahora es arriesgado y puede acarrear graves daños, no solo a la nave y a su cargamento, sino también a nosotros mismos."
"Uye'ki nʉn keywʉ keykwe'ri: —‘Sakuku, ʉwe'ki nʉndi zʉnay sinagogʉnke má tá minha'chwʉyari yow tasi ʉya tosi kʉnse' kʉgasi zi a'zey ni'narwari ikʉnha'se'ri eyri winʉgʉnku'kino.","«Señor —respondí—, ellos saben que yo soy el que iba por las sinagogas para encarcelar y torturar a tus creyentes."
Uye'ki Jamorse' keywʉ winʉkeye'ri: —“Nʉgʉmʉsinʉ Sikem kinkiri du kawi mibuti aguzanika gun awaki nukʉndi gwamʉ re'si asin kʉsa nikʉn gwa'sa awʉndi du nanu'kinʉnno.,"Pero Jamor habló con ellos y les dijo:—Mi hijo Siquén se ha enamorado de su hermana. Por favor, permitan que él la tome como esposa."
"eymari ɉwí timbiru a'kisʉya zana nisi a'kisiri, mʉkʉse'ri, ɉʉn, bunsi kawa zana zʉn kʉzʉnna.",Resplandecía como un relámpago y sus vestiduras eran blancas como la nieve.
"¡Oh! Nujúnkunu kinki nanuyeyka, Bunkwakukwi nunukuchwu ya","¡Oh!, fiel amigo, compañero sol, que nos acompañas de día, con tus rayos solares das calor a mi vida"
