arh,esp
"Ey unige'ri mowga neki ʉndinanu nari, i'ngwi nánʉkin nari zʉn ʉnwinkungwasi, uweri mowga neki ʉndinanu'ri na'nʉnno.c","y ambos llegarán a ser como una sola persona. De modo que ya no son dos personas, sino una sola."
Ʉweri Niwipawse' i'ba re'gowna kinkiri ikʉse' anʉnkʉkichi azey azey re'gawiza neki nanu' gun nʉndi” winʉkʉyana.,"Por tanto, lo que Dios ha unido no deben separarlo los humanos."
Ey anawi urakʉse' ʉndinare'ri kʉriwiya ɉinase'ri i'mʉnʉ eygwi eymasí kingwi wina'zasisana.,"Cuando volvieron de nuevo a casa, los discípulos preguntaron a Jesús qué había querido decir."
"Uye'ri Jesuse' keywʉ winʉkey ie'ri: —“Bemaki cheyrwa akʉsaw ʉnchusiri, i'ngweygwi a'miasin ʉnkwakumʉndi, tʉnhana kʉnisiri a'mia kʉtʉkʉnʉn zanʉri osʉn a'chwana kʉniku'nʉnno.","Él les contestó:—El que se separa de su mujer y se casa con otra, comete adulterio contra la primera;"
"Iwa a'mia gwakʉn, akʉsaw ʉnchusiri, i'ngweygwi cheyrwasin ʉnkwakumʉndi tʉnhana kʉnisiri cheyrwa kʉtʉkʉnʉn zanʉri osʉn a'chwana kʉniku'nʉnno” winʉkʉyana.Jesuri gʉmʉsinʉ ga'kʉnamʉ duna wina'wesi winwarunhana(Mt. :-; Luk. :-)","y si una mujer se separa de su marido y se casa con otro, también comete adulterio.Jesús bendice a los niños"
"Awi i'ngwíri gʉmʉsinʉ Jesuse' gunʉ ipasiri ga'kʉnamʉ duna a'we unanʉn wina'zari Jesuse' winukuzoyana, uye'ki winʉkʉriwiya ɉinase'ri gʉmʉsinʉ winunʉga zʉn kʉn winʉkʉyʉn nuga keywʉ,",Llevaron unos niños a Jesús para que los bendijese. Los discípulos reñían a quienes los llevaban;
Jesuse' chuye'ri ó keywʉ a'zanisiri: —“¿Azi a'chwiri emey keykumo? gʉmʉsinʉri nʉcheynʉn nákʉn wingwa'sa gun awʉnki. Ʉweri Niwipaw zʉ gowiernu kinkiri gʉmʉsinʉ zana' neykazey zʉndi na'nʉnno.,"pero Jesús, al verlo, se enojó y les dijo:—Dejen que los niños vengan a mí y no se lo impidan, porque el reino de Dios es para los que son como ellos."
"Ʉweri tá kinki bema neki gʉmʉsinʉ zana a'zanu'nari Niwipaw zʉ gowiernu ipana'ɉunʉya kinkiri, Niwipawsikʉ neki chonu' na'nʉnno” winʉkʉyana.","Les aseguro que quien no reciba el reino de Dios como un niño, no entrará en él."
Awi nʉngwari gʉmʉsinʉ ʉnkʉchigasiri gunʉ ipasi yow du winwarunha winuna.Cheyrwa nowmʉsinʉ(Mt. :-; Luk. :-),Y estrechaba a los niños entre sus brazos y los bendecía poniendo las manos sobre ellos.El joven rico
"Ey awi Jesuri eygwi zoriwa a'zare'ri; i'ngwi cheyrwa kurenisi kinkumanáɉuri acheynʉn biwkʉnʉ kicho'siri: —“Niwiwiya duna, ¿Anugwe wichu' neyka nʉkʉnariri Niwipawsin ákwa kwʉnʉngwasiri azi nikamʉri nʉkawʉnno?” kʉyana.","Iba Jesús de camino, cuando vino uno corriendo, se arrodilló delante de él y le preguntó:—Maestro bueno, ¿qué he de hacer para alcanzar la vida eterna?"
Uye'ri Jesuse' keywʉ key ie'ri: —“¿Yari duna kinki nʉnʉkeykwe? Ʉweri duna kinkiri i'ngwi zʉn gun kwʉnki Niwipaw nʉkin zʉndi dunari na'nó.,Jesús le dijo:—¿Por qué me llamas bueno? Nadie es bueno sino solamente Dios.
"Ey ʉweri Niwipaw zʉ ga'kʉnamʉ ʉnchunhʉkwa ɉinari ey gunti migʉnku' kinó: Zagwaku nánʉkwa, a'mia amikʉsaw nanu' neykasin kwakumu' nanʉkwa, zaga niku' nánʉkwa, i'ngwi urigasay niku' nánʉkwa, rigasay nanʉkwa awiri amikakʉ, amizaku rigunzʉnhasʉkwa yeykari”d kʉyana.","Ya sabes los mandamientos: No mates, no cometas adulterio, no robes, no des falso testimonio, no engañes a nadie; honra a tu padre y a tu madre."
"Uye'ki a keywʉ ie'ri: —“Niwiwiya, eyma ɉina nʉnkʉri gʉmʉsinʉ nʉnkwe' pari ʉnchunhawari na'nó” kʉyana.","El joven respondió:—Maestro, todo eso lo he guardado desde mi adolescencia."
"Uye'ki Jesuse'ri chʉwí kʉnisi chwʉn nu'naɉuri: —“I'ɉunari eyki mika'wkinó, ʉweri inʉ mikʉnarí ʉweyka yow ʉngeyka awiri kʉnanu' neykase' yow kʉbasa awʉnki. Ey unige'ri Niwipawri makuruma agutari a'zʉna ku'nawakʉri ʉnmewe awʉngwa ni, awi nʉngwari báy nʉnsin” kʉyana.","Jesús entonces, mirándolo con afecto, le dijo:—Una cosa te falta: Ve, vende cuanto posees y reparte el producto entre los pobres. Así te harás un tesoro en el cielo. Luego vuelve y sígueme."
"Ey uye'ri eyma cheyrwari kʉnʉna na gun emey keykumaye'ri kwa riwanu ʉnnariri, zéyzéy neki a'zanu' nari ʉnzoyana.","Al oír esto, se sintió contrariado y se marchó entristecido, porque era muy rico."
Uye' nʉngwari Jesuri zʉnekʉ wa'siri: —“¡Nowmisinʉ ɉina Niwipaw zʉ gowiernu sikʉ zoriza azi mʉ winʉka'zaniko!”e kʉriwiya ɉinari winʉkʉyana.,"Entonces Jesús, mirando a su alrededor, dijo a sus discípulos:—¡Qué difícil les va a ser a los ricos entrar en el reino de Dios!"
Uye'ri winʉkʉriwiya ɉina eymí winno'kuye'ri arunhá wina'zani'na. Uye'ki Jesuse' eygwi winʉkey ie'ri: —“Tégʉmʉ ɉina ¡azi mʉ a'zaniko Niwipaw zʉ gowiernu sikʉ chonʉkwari!,"Los discípulos se quedaron asombrados al oír estas palabras. Pero Jesús repitió:—Hijos míos, ¡qué difícil va a ser, entre ellos algunos de cierto valor, añaden: para quienes confían en las riquezas. entrar en el reino de Dios!"
"Nowmisinʉ Niwipaw zʉ gowiernu sikʉ choriza a'chwi nʉnkʉri kʉmeyu, sanusi akusa zʉn úmʉse' ana'zagi'ri a'wkinʉnno”.",Es más fácil para un camello pasar por el ojo de una aguja que para un rico entrar en el reino de Dios.
Ey uye'ri winʉkʉriwiya ɉinari eymí gun rino'kuye' nʉnkʉri umʉn arunhá wina'zanisiri: —“¿Ey ʉndi Niwipawri inʉri ikwʉnno?” winʉnkʉyʉn zʉn rinu'na.,"Con esto, los discípulos quedaron todavía más sorprendidos, y se preguntaban unos a otros:—En ese caso, ¿quién podrá salvarse?"
"Uye'ri Jesuse' winiwa'siri: —“Ikʉse' kinkiri awkwey neki nanu' nanay zʉndi a'zanu'nʉnno, ʉwe'ki Niwipawse' kinkiri awkwey gunti zʉn kʉnʉna gun nʉndif” winʉkʉyana.","Jesús los miró y les dijo:—Para los hombres es imposible, pero no lo es para Dios, porque para Dios todo es posible."
Uye'ri Pedruse' keywʉ key ie'ri: —“Niwiri inʉ niwikʉnʉna yow chusi me'wakuna zʉn gun awaki anukʉndi” kʉyana.,Pedro le dijo entonces:—Tú sabes que nosotros lo hemos dejado todo para seguirte.
"Uye' nʉngwari Jesuse' key ie'ri: —“Tá kinki bemaki nʉchʉka kwa nʉga'kʉnamʉ duna chʉká: urakʉ, gwía, zati, zaku, kakʉ, gʉmʉsinʉ, kwa ka'gʉmʉ chusana nʉndi,","Jesús le respondió:—Les aseguro que no hay nadie que haya dejado casa, hermanos, hermanas, madre, padre, hijos o tierras por causa mía y del evangelio,"
"iwa emi chʉká niwe'zʉna'ba kingwi i'ngwi sientu kawʉ kʉre'siri, urakʉ, gwía, zati, zaku, gʉmʉsinʉ awiri ka'gʉmʉ iapanʉngwa na'nʉnno, ʉwe'ki ayasin i'bári buni'gʉmʉ gwi miwe'zanu' nʉnniko, ey ʉwa'ba pariri ʉnwichakiri anugwe wichú neyka kʉnariri Niwipawsin ákwa kwʉngwa na'nʉnno,","y no reciba en este mundo cien veces más en casas, hermanos, madres, hijos y tierras, aunque todo ello sea con persecuciones; y en el mundo venidero, la vida eterna."
ʉwe'ki iwari sanusi awʉnkawa rinanʉn ne re'nukʉnki ey unige'ri tʉkin rinikʉngwa gun nʉndi; iwa tʉkekʉ rinanʉn nu'neyka ɉumena sanusi awʉnkawa ʉndinikʉngwa na'nʉnno” winʉkʉyana.Jesuri i'mʉnʉ eygwi ʉnwichʉngwa zakʉre'cho'na(Mt. :-; Luk. :-),"Muchos que ahora son primeros, serán los últimos, y muchos que ahora son últimos, serán los primeros.Jesús anuncia por tercera vez su muerte y su resurrección"
"Jesuri kʉriwiya ɉina a'sanugweri Jerusalén zwein nuse'ri, ikʉnha'ri arunhá wina'zari rizwein nuse'ri aɉwa ɉinase' winʉkʉchwi rizwein nuga gwakʉn winigakumá gwi wina'rizari tʉkin rizwein nu'na. Uye' nʉngwari Jesuri i'ngwi uga mowga kʉtow kʉriwiya yow winʉkʉkariri ingʉ aykʉnʉ winde'gownáɉuri a anʉkizari awʉngweyka ʉnwinʉkuwʉsiri:","En el camino que sube hacia Jerusalén, Jesús iba delante de sus discípulos, que estaban admirados; por su parte, quienes iban detrás estaban asustados. Jesús entonces, llamando de nuevo a los Doce, se puso a hablarles de lo que estaba a punto de sucederle."
"—“Baywé Jerusalén saserdoti zʉ sakuku ɉinase' awiri ley wina'rigʉnkwʉya Ikʉ zʉ Gʉmʉsinʉ warinzanʉri ikʉnha'se' ipʉnhákumey, gwakʉkway ni wini romanu ɉinase' ʉnwinipʉnhasʉngwekʉ.",Les dijo:—Ya ven ustedes que estamos subiendo a Jerusalén. Allí el Hijo del hombre será entregado a los jefes de los sacerdotes y a los maestros de la ley que lo condenarán a muerte y lo pondrán en manos de extranjeros;
"Ey awi iasemey, kʉkʉria itukumey, asoti iaga'nari nʉngwa anagwaka unige'ki máykʉnʉ ɉwía zʉnekʉri eygwi anʉkuwirina awʉngwa na'nʉnno” winʉkʉyana.Jesuri ikʉ ka'mʉkanʉkwa sí ga'kʉnamʉ wena(Mt. :-)","que se burlarán de él, lo escupirán, lo golpearán y lo matarán. Pero después de tres días resucitará.Petición de los hijos de Zebedeo"
"Uye'ri Santiagu awiri Juan, Sebedew zʉ gʉmʉsinʉ ɉinari Jesú acheynʉn winʉkʉzoriri: —“Niwiwiya, gwamʉ me'sikuma ukuma'ɉunʉyʉn gwamʉ niwikʉre'si ayey niwinhawa awiza nanʉnndi kʉzari” winʉkʉyana.","Santiago y Juan, los hijos de Zebedeo, se acercaron a Jesús y le dijeron:—Maestro, queremos que nos concedas lo que vamos a pedirte."
Uye'ri Jesuse'ri: —“¿Azi miwinhunanʉn kʉzariri ey ayo?” winʉkey ie'ri.,Jesús les preguntó:—¿Qué quieren que haga por ustedes?
Ikʉnha'ri: —“Ʉnne'ki má mi gowiernu awʉnkawekʉ nʉnʉnnige'ri i'ngwiri a mi durigʉnkiay iwa i'ngweygwiri migʉnsinkiay niwísá nawizanʉndi azi nʉnno niwe'zʉna'me' eymikeykumʉyin” winʉkʉyana.,Le dijeron:—Concédenos que nos sentemos junto a ti en tu gloria: el uno a tu derecha y el otro a tu izquierda.
Uye'ri Jesuse' keywʉ winʉkey ie'ri: —“Miwiri eyma ɉuna sisʉn nu'kwindi ey kʉzari ki ey ayo ¿Ey awʉndi nʉn chʉwí na'kukumey a'zagíchʉkwa nʉkawintári agazagi ki awʉnno? ¿Kwa a'mechʉkwa nʉkawintári agamecha ki awʉnno?” winʉkʉyana.,"Jesús les respondió:—No saben lo que están pidiendo. ¿Pueden ustedes beber la misma copa de amargura que yo estoy bebiendo, o ser bautizados con el mismo bautismo con que yo estoy siendo bautizado?; Lc"
"Uye'ri ikʉnha'ri winawa awiza riyana, uye'ki Jesuse'ri eygwi winʉkeyri: —“Nʉn chʉwí na'kukumʉngwa'batá agazagi kwa a'mechʉkwa nʉkawintá agamecha ne ukumʉnki,","Ellos le contestaron:—¡Sí, podemos hacerlo!Jesús les dijo:—Pues bien, beberán de la copa de amargura que yo estoy bebiendo y serán bautizados con mi propio bautismo;"
"ʉwe'ki i'ngwiri nʉ durigʉnkiay ʉnkisa i'ngweygwiri gʉnsin kiay ʉnkisa miwinhawʉninzari nʉn miwisininza neki nanu' gun nʉndi, eymekʉ kinkiri Niwipawse' a'sʉndi awʉna zʉndi a'su'nʉnno” winʉkʉyana.","pero que se sienten el uno a mi derecha y el otro a mi izquierda, no es cosa mía concederlo; es para quienes ha sido reservado."
"Ey awi winʉkʉriwiya ɉina i'ngwi uga rinukʉn nu'nari, Santiagu awiri Juansindi Jesú eymí winʉkʉyʉn nuga rino'kuye'ri ɉwé wina'kusana.","Cuando los otros diez discípulos oyeron esto, se enfadaron con Santiago y Juan."
"Uye'ki Jesuse' yow winʉkʉkariri: —“Ʉɉway ikʉ sakuku inukʉn nugayri, sakukuri twiré a'zari judíw rinanu'neyka ɉinarig aritwiki winuzoyari duri miwigʉnku'kino.","Entonces Jesús los reunió y les dijo:—Como muy bien saben ustedes, los que se tienen por gobernantes de las naciones las someten a su dominio, y los que ejercen poder sobre ellas las rigen despóticamente."
"Ʉwe'ki miwiri, bemaki sakuku anika awa'ɉunʉndi pinna ka'mʉkanʉya ɉumena anariza gun nʉndi ʉweri ayeygwi nisi sakuku anisiza neki ana'nuri na'nó,","Pero entre ustedes no debe ser así. Antes bien, si alguno quiere ser grande, que se ponga al servicio de los demás;"
"ʉweri miwi sachó re'gusi zoriweri a'zʉnari, pinna ka'mʉkanʉya rinhʉre'gawiza gun nʉndi.","y si alguno quiere ser principal, que se haga servidor de todos."
Ʉweri ikʉ zʉ Gʉmʉsinʉ warinzanʉ neki kʉgamʉkanʉngwási na'na neki nanu' gun nʉndi; a kinkiri pinna ka'mʉkari keywʉri pinna ɉumi kawa izasanʉngwasi na'na zʉn gun nʉndi” winʉkʉyana.Jesuri Bartimeo wa'ku neyka wa'kʉn gwa'sana(Mt. :-; Luk. :-),"Porque así también el Hijo del hombre no ha venido para ser servido, sino para servir y dar su vida en pago de la libertad de todos.Curación del ciego Bartimeo"
"Awi nʉngwari powrubá Jerikó ayekʉ winkinkumeyri. Jesuri kʉriwiya ɉinasin awiri eygwi aɉwasin nenʉn rinari powruba'tá wina'zagichi rizwein nuse'ri, i'ngwi wa'ku neyka ɉwí sisʉya Timew za'kinuga zʉ gʉmʉsinʉ Bartimeo za'kinuga íngunʉn gakʉn sá nʉnnari,","En esto llegaron a Jericó. Y más tarde, cuando Jesús salía de allí acompañado de sus discípulos y de otra mucha gente, un ciego llamado Bartimeo  estaba sentado junto al camino pidiendo limosna."
Jesú Nasaré zanʉ kʉzagichʉn nuga ino'kuye'ri: —“¡Jesú Dawi tana chʉwí nʉhʉnkʉre'gow ú!” í a'kanʉnpʉnna.,"Al enterarse de que era Jesús de Nazaret quien pasaba, empezó a gritar:—¡Hijo de David, Jesús, ten compasión de mí!"
Uye'ki te nikʉngwasi ikʉse'ri ɉwé zʉn gunti keykumana; uye' nʉnkʉri umʉn ɉuma'nisi ɉumena: —“¡Dawi tana chʉwí nʉhʉnkʉre'gow ú!” zʉn a'kʉnna.,"Muchos le decían que se callara, pero él gritaba cada vez más:—¡Hijo de David, ten compasión de mí!"
Uye'ri Jesuri núgwe awiri: —“Kʉkanow gwa'na. Uye' nʉngwari mikakanʉndi nuku'kinó twire' re'kusanaɉuri ámʉse keykumey kʉgakʉnna”.,"Entonces Jesús se detuvo y dijo:—Llámenlo.Llamaron al ciego, diciéndole:—Ten confianza, levántate, él te llama."
"Uye'ri wa'ku neykari mʉkʉ imʉnuga witenáɉuri Jesú cheynakʉ nase'ri,","El ciego, arrojando su capa, dio un salto y se acercó a Jesús."
"Jesuse'ri: —“¿Azi minhawkwa me'zariri ey nikwe?” key ie'ri, wa'ku neykari: —“Niwiwiya, eygwi ʉnwa'kʉn nʉgwa'sa unánʉn na'zari ey iwin” kʉyana.","Jesús le preguntó:—¿Qué quieres que haga por ti?Contestó el ciego:—Maestro, que vuelva a ver."
Uye' nʉngwari Jesuse'ri: —“Wʉ ʉnzori tá me'zʉnna'me du gun me'zanʉndi” kʉyasindi eygwi du ʉnwa'se'ri Jesú ana'wasi ʉnzoyana.,Jesús le dijo:—Puedes irte. Tu fe te ha sanado.Al punto recobró la vista y siguió a Jesús por el camino.; Lc
"(Mt. :-; Luk. :-; Jn. :-) Ey anawi nʉngwa sawruba ɉwí ʉnneyki sinkʉri, María Magdalena, nari María Santiagu zazaku awiri Salomé rinariri, Jesú zʉ gʉchʉ perfume ibechʉn gwasi ʉya winsana una.","Pasado el sábado, María Magdalena, María la madre de Santiago y Salomé compraron perfumes para embalsamar el cuerpo de Jesús."
Ey awi duminguba' mʉrogwi ɉwí a'chonʉyayri Jesú zʉ gʉchʉ du ukumanekʉ wʉ keywʉ rizoyana.,"Y el primer día de la semana, muy temprano, a la salida del sol, se dirigieron al sepulcro."
Awi íngunʉndi: —“¿Inʉse' ka' ʉnkumʉyʉn pari a'nʉ kʉpʉnkuyari niwika'mʉresʉnno?” winʉnkey rizwein nu'na.,Iban preguntándose unas a otras:—¿Quién nos quitará la piedra de la entrada del sepulcro?
Uye'ki eykʉ ʉnwina'chori winwa'kuye'ri a'nʉ awʉnkawa nʉnnari ana'mʉre'kumaki nuga winwa'kana.,"Pero al mirar, vieron que la piedra había sido removida, y eso que era una piedra enorme."
Uye' nʉngwari eykʉ ʉnwinchore'ri durigʉnkiay zari i'ngwi kwi'ma mʉkʉ bunsi kawiri gári kʉnari kʉnusi sá neyka winchuye'ri winigákuma una.,"Entraron en el sepulcro y, al ver a un joven vestido con una túnica blanca que estaba sentado al lado derecho, se asustaron."
"Uye'ki ʉyase' winʉkey ie'ri: —“Ʉngasu' nʉn, miwiri Jesú Nasarénu krususe' kʉchunana atakʉn nuge'ki, chʉká ana'zanika awaki gun nuge'ri; ʉweri chukumana'ba wa'ka gun awʉndi, chwizanu' nanu'kinó”.","Pero el joven les dijo:—No se asusten. Ustedes están buscando a Jesús de Nazaret, el que fue crucificado. Ha resucitado; no está aquí. Vean el lugar donde lo colocaron."
"Ey gun ʉweri wʉ ʉnwinzori, awiri kʉriwiya ɉina nariri Pedruri: —“Jesú eyki wichu'gwi nare' kingwi Galilea sanusi zwein nukʉnʉngwa ni” miwikʉyanáy kinki, eymekʉri achwa awʉngwa ni yʉwin winʉkʉyʉkwaa winʉkeykumaye' nʉngwa,","Ahora vayan y anuncien a sus discípulos, y también a Pedro, que él va delante de ustedes a Galilea. Allí lo verán, tal y como él les dijo."
a'mia ɉinari aya'ba pari kurenisi wina'chori winigakumá zʉn wina'zanamʉsin deydey zʉn gun wina'zare' kinkiri inʉse' kineki winʉke'ykʉchʉ nari rizoyanab.Jesuri María Magdalenase' ka'chunna(Jn. :-),"Las mujeres salieron huyendo del sepulcro. Iban temblando y como fuera de sí, y por el miedo que tenían no dijeron nada a nadie.IV. Apéndice , entre ellos el Sinaítico y el Vaticano, considerados por los expertos como los más antiguos y mejores, el evangelio original de Marcos terminaría en Mc"
"Awi nʉngwa duminguba' mʉrogwi Jesú chʉká ana'zanikakiri, María Magdalenase' minsʉ keywʉ ka'chunna, sanusi koga ɉuna anugwe gʉnsinna a'zʉnna nʉnnari Jesuse'gwi du a'kusana nʉnna.",". Otro final, recogido y transmitido por numerosos mss., es el conocido como “final largo”, que comprende los vv."
"Uye' nʉngwari zoyanáɉuri Jesusin rineyna ɉinari, Jesú chʉwí winʉkʉnisi rimawʉn nugekʉ a'choriri ga' winʉkʉya uye' neki,",de esta traducción. Esta terminación más extensa es la forma aceptada mayoritariamente por las iglesias. Aparición a María Magdalena[
ikʉnha'ri Jesú chʉká a'zʉna chwá awowwin Mariase' winʉkʉya kinkiri tá neki wina'chu zʉn rinʉnna.Mowga kʉriwiya ɉinase' Jesuri ka'chunna(Luk. :-),"Jesús resucitó muy temprano el primer día de la semana y se apareció primero a María Magdalena, de la que había expulsado siete demonios."
Awi nʉngwa mowga kʉriwiya ɉinari íngunʉn rizwein nuse'ri Jesuri diwʉn anʉkawi ikʉnha'se' winʉka'chunna.,"Ella fue a anunciárselo a los que habían convivido con Jesús, que, llenos de tristeza, no cesaban de llorar."
Uye' nʉngwari ikʉnha'ri aɉwa ɉina ga' winʉkʉyʉn gwi rizorie'ki ikʉnha gwakʉn tá neki wina'rizanu' gwi rinʉnna.Jesuri kʉriwiya ɉina inʉ unikʉngwa kʉchusana(Mt. :-; Luk. :-; Jn. :-),"Así que, cuando les dijo que Jesús vivía y que ella misma lo había visto, no la creyeron.Jesús se aparece a dos discípulos"
"Eygwi zare'ri i'ngwi uga i'ngwi kʉtow winzʉn nuga'ba Jesuri achwizʉnhasana. Tá wina'rizanu' nʉnachʉka' wina'ridana una, chʉká ana'zanika awaki nusi winchuye' neki tá wina'rizanu nʉnna'me.","Después de esto, Jesús se apareció, bajo una figura diferente, a dos discípulos que iban de camino hacia una finca en el campo."
Awi nʉngwari: —“Ema ga'kʉnamʉ dunari akín ka'gʉmʉse' tʉgʉnsa akuyekʉkin zoriri akín ikʉ kwʉyase' zakʉwinʉka'cho awkwa.,"Estos fueron a anunciárselo a los demás, que tampoco les dieron crédito.La misión apostólica"
"Ey awiki ʉya ino'kwʉyari; tá a'chwiri ɉwa ʉnkʉsa ʉwari ʉnzagi' ʉngwa ni, ʉwe'ki tá a'chu' neykase'ri katiguri eygwi kʉnʉngwa gun na'nʉnno.","Por último se apareció a los once discípulos, cuando estaban sentados a la mesa. Después de reprocharles su incredulidad y su obstinación en no dar fe a quienes lo habían visto resucitado,"
"Ʉweri ʉya tá a'chwi uzoya ʉwase'ri, nʉn za'kinu'kwasindi moruse' agikwʉya neki du a'kusagwi, ga'kʉnamʉ abíti neki aseygwi,",les dijo:—Vayan por todo el mundo y proclamen a todos el evangelio.
gwiomʉ ne tó kwa benenu ne a'ga ne unige'ki azineki kizanu'gwawa nánʉngwa ni. Awi keywʉri a'mʉchʉyari gunʉ ipá unige'ri du a'kusakí zʉndi nuku'nʉnno” winʉkʉyana.Jesú ku'nawa ʉnzoyana(Luk. :-),"El que crea y sea bautizado, se salvará; el que no crea, será condenado."
"Eyméy winʉkey ʉnwinʉmaseynari nʉngwari, Jesuri warin ʉnzori gunti Niwipaw zʉ durigʉnkiay anasa una.",Y estas señales acompañarán a los que crean: en mi nombre expulsarán demonios; hablarán en idiomas desconocidos;
"Uye' nʉngwari kʉriwiya ɉinari, zʉnekʉ keywʉ ikʉse' ga'kʉnamʉ winukuwʉsʉn rizoyana. Ey awi Niwisakuku Jesuse'ri, eymí nisi inʉ arunhá me'kusʉkwa chwizʉnhási miwikʉchungwa ni winʉkʉyaneykasin winigunamʉsana.","podrán tener serpientes en sus manos; aunque beban veneno, no les hará daño; pondrán sus manos sobre los enfermos y los curarán.Ascensión de Jesús"
(Mt. :-; Luk. :-) Awi nʉngwa Jesuri eymí pari aka'gʉmarigʉn Nasaré ayekʉ ʉnzorie'ri winʉkʉriwiya ɉinase'ri winʉkʉchwi gwi rizoyana.,Jesús se fue de allí y regresó a su pueblo acompañado de sus discípulos.
"Ey awi sawruba' ɉwía ichore'ri, Jesuri sinagogase' ikʉ awínpʉnna. Awi winino'kuya ɉinase'ri: —“¿Emari bekʉri eymí inʉri ʉndiwiaye? ¿Eymí ga'kʉnamʉse' inʉ agʉnkway í keywʉri, arunháa me'kusʉkwey nenʉn nigari bekʉri riwianʉnno?",Cuando llegó el sábado se puso a enseñar en la sinagoga; y muchos que lo escuchaban no salían de su asombro y se preguntaban:—¿De dónde ha sacado este todo eso? ¿Quién le ha dado esos conocimientos y de dónde proceden esos milagros que hace?
"¿Emari kʉn sʉrʉsʉyari nanu'kinó, María zʉ gʉmʉsinʉ, awiri santiagusin winʉnkwʉya na'ba, José, Júda awiri Simón zʉ gwía nanu'kinó? iwa ¿Abuti ɉina nʉnkʉri emʉnke' niwisin powruse'gwi ku'kino?” zʉn winʉnkeyri tá neki wina'chu nʉnna.","¿No es este el carpintero, el hijo de María y hermano de Santiago, José, Judas y Simón? ¿Y no son sus hermanas estas que viven aquí?Así que estaban desconcertados a causa de Jesús."
"Uye'ri Jesuse'ri eymí keywʉ winʉkʉyana: —“Bekʉ nezʉn profetari tá izariri awʉnkawa izʉnari na'nó, ʉwe'ki aka'gʉmʉnke, akeynʉn, asinamʉ genʉnke nʉnkʉri tá izanu' neyka zʉn gun nʉndi”.","Por eso les dijo:—Solo en su propia tierra, en su propia casa y entre sus familiares menosprecian a un profeta."
"Ey awi ikʉri tá wina'zanu' gun nare'ri eyma'ba nʉnkʉri arunhá a'kusʉkwey neki kʉnanu' nʉnna, aykʉnʉ ingʉ mowga a'mʉchʉya gunʉ ipasi nʉngwa du a'kusa uye'ki,","Y no pudo hacer allí ningún milagro, aparte de curar a unos pocos enfermos poniendo las manos sobre ellos."
tá izanu' nare'ri Jesuri arunhá ɉumena a'zʉnna. Uye'ki Jesuri powru mʉchey zʉnʉnke ikʉ awí ʉnté neyna.Jesuri i'ngwi uga mowga kʉtow winʉkʉriwiya ɉina ga'sana(Mt. :-; Luk. :-),"Estaba verdaderamente sorprendido de la falta de fe de aquella gente.Misión de los DoceAndaba Jesús enseñando por las aldeas de alrededor,"
"Awi nʉngwa Jesuri i'ngwi uga mowga kʉtow kʉriwiya ɉina kʉkʉnnaɉuri, mowga mowga a'gusi keywʉri anugwe du nanu' neykase' agikuya du a'kusʉngwazey nari kʉn wina'wesi winga'siri.","cuando reunió a los doce discípulos y empezó a enviarlos de dos en dos, dándoles autoridad sobre los espíritus impuros."
"—“Íngunʉgaka inʉ mikʉɉurí awkwa nʉngwa uzwe'i nánʉkwa, nʉkin kʉnkwanʉ re'twi zʉn awi zoriri zamʉ, tutu, ɉwí nenʉn yow chusi zweykwa.","Les ordenó que no llevaran nada para el camino, excepto un bastón. Ni pan, ni zurrón, ni dinero en el bolsillo;"
"Sʉpatu nʉngwa re'yu ʉnki, ʉwe'ki mʉkʉ ʉnta'sʉkwa kineki uzwe'i nánʉkwa.",que fueran calzados con sandalias y no llevaran más que lo puesto.
"Ey awi beki urakʉse' akinkumanige'ri, powruse' pari ʉnzweinkindi aya'ba zʉndi rinhachusu' nanʉko.","Les dio estas instrucciones:—Cuando entren en una casa, quédense en ella hasta que salgan del lugar."
"Ey awi beki akinkumʉyʉndi miwinhiapana'ɉunu kwa miwinhano'kwa'ɉunu nʉnnige'ri kʉta' ka'pʉrʉ mikʉchunkuyab ʉnsinhásinhá awi aya'ba pariri a'chonukwa, ey unige'ri jarin nʉkeykumay wina'zanʉngwa ni”.","Y si en algún sitio no quieren recibirlos ni escucharlos, márchense de allí y sacudan el polvo pegado a sus pies, como testimonio contra esa gente."
"Ey uye' nʉngwa kʉriwiya ɉinari, Niwipaw kʉrigʉnchoriri eygwi tʉnhu' nánʉkwa í keywʉ ikʉri winʉmasay rineyna.",Los discípulos salieron y proclamaron la necesidad de la conversión.
"Ey awi gʉnsinnase' agikuya kusinheyri, re'masi a'mʉchʉya nenʉn aseiti ibechi du wina'kusana.Juan Bautista ʉnwichana(Mt. :-; Luk. :-)",También expulsaron muchos demonios y curaban a muchos enfermos ungiéndolos con aceite.Muerte de Juan el Bautista
"Jesú sey ikumʉyari rey Erode Antipase' ino'kwa awi keywʉri. Zʉnekʉ ino'kwʉzʉn gun uye'ri, i'ngwise' gwase'ri: —“Juan Bautista anʉkuwirina una'me zʉndi inʉ arunhá me'kʉsʉkweyna uníga ni agwa'na”.","La fama de Jesús llegó a oídos del propio rey Herodes. Había algunos que decían:—Este es Juan el Bautista, que ha resucitado. Por eso tiene poder de hacer milagros."
