way,esp
¿Joo'uja nainka yaajeein na e'rajaaliikana ayuulii ?,¿Cuándo fue la última jornada de salud ?
¿Achekajüshii na eyüükana jutuma “Familia en Acción” münakaa?,¿Las madres de aquí cobran “Familias en Acción”?
¿Atüjüshii aashaje 'eraa otta ashajaa na laü laayuukana ?,¿Los adultos saben leer y escribir ?
¿Eesü luusa yaaya ?,¿Hay luz eléctrica ?
¿Eesü koleejia yaa?,¿Aquí hay escuela ?
¿Ke'ejenashi i jia?,¿Ustedes tienen transporte ?
¿Aashajaa shii wayuunaiki napüshuwa'ale wayuuka lüirua?,¿Todos los habitantes de la comunidad hablan wayuunaiki ?
¿O'unush ii sünain e'reje'eraa na ipuwo unuukana?,¿Las mujeres embarazadas van a control médico ?
"¿Jamüsü peenajia , nnojol üin señaalu?","Yo le digo a mi tía que te llame, ella es la que la va a comprar."
"Anachonsü t üüirua, ¿jam üsü saaꞌin m üin?","Bastante carne, ¿Qué vas a hacer?"
"Anashija 'a süka jüntüin, jüikala apa, jipiyalu 'ujana jia.",¿Cuánto cuesta un par de zapatos para hombre?
Eesü wanee alapajaa shipia luꞌu toushi.,En la casa de mi abuela hay un velorio.
Je'rawai saa 'u wanee sapaata süpüla tooloyuu.,"Qué bueno que han llegado, están en su casa."
"Pi'itaa sulu'u wanee wotsa, talü'üjüintüirua.","Estas son hermosas, ¿qué te parecen?"
"Wainma maꞌin asalaa, ¿jamüinjat ü pümüin?",Yo necesito unas sandalias negras para la fiesta de mañana en la noche.
"Tameerü sümüin taa ꞌirü, suunejai pia, shiainjatü ayaꞌlajüinjatka.",¿Y cómo hiciste para llamarla si no hay señal?
Aya'lajüinja tü taya pitchuushi nümüin ta'laüla.,"Empaca las en una bolsa, me las voy a llevar."
Anashija ꞌa  süserulaa tse süntüin eküütka,"Bueno, voy a convidar a mi hermana para que me acompañe."
"Anü tantirüin kepein , takalia sünain  watta jeesü  wapüla","Estamos cansados, el sol está caliente y caminamos bastante."
"Anayaawa tsejeꞌe, eeirü  taya sotpaꞌa  masü in kepein","Aquí les traje café, mientras viene el almuerzo."
"Anakaja'a, teme'ejüi  Mapüsashantashii waya,  suwalaka a","Qué bueno que hayan llegado, están en su casa."
ja'isü ka'ikaa  süma'inru'u  jipialuꞌujana jia,La llamé al celular de la hermana.
"O'uneechi taya wattaꞋa  pipialu 'umüin, punaajaai kepein","Mañana  voy para tu casa, me guardas café"
"Jüntai aliika yaa k oleejialu'umüin, eikünajana ji a sünain alijunaiki","Hoy en la tarde vengan a la escuela, tenemos clase de español"
Waapüin analuꞌulu nümüin Maꞌleiwa saa'u tü ka'ikaa nüsülajakaa wam üin,Demos  gracias a Dios por un nuevo d ía que nos regala
AyaꞋlajeechi taya kashikaa tüü  shimi ꞌirajia tepichikaa sulu'u  koleejiakaa,Este mes le voy a comprar unos juguetes a los niños de la escuela
"Antiraajeena waya wachukuwa 'a joolu'u  kaleꞋu yaꞋaya, sülü 'üjai wuin","Hoy al medio d ía nos encontramos aquí otra vez, traigan agua"
"Sirümasü ka Ꞌikat, a'iteerü juyakaa","El día está oscuro, viene la lluvia"
Anteerü tei palitchon ka Ꞌi,En pocos días viene mi mama
"Puluwataai  nneetkaa jooluꞋu , ayaꞌlajiyeenjatü epiyaseekaa","Mandame la plata ahora , para comprar medicina"
"Pu'una maa  pipialu Ꞌumüin, aipaꞋajanainna waya","Vete para tu casa, y a es de noche"
"Isee juya , jooꞋuya wepialu'um üin","Viene la lluvia , vamonos para la casa"
Eesü wanee outkajawa a wattapia 'amüin shipialu 'u tü aluwata asükaa,Pasado mañana hay una reunión en la casa de la rectora
"Ojutuushi taya sa a'ujee mootokaa aliikama 'inka, eweetüsü  wanee p üliikü tapüleeru wa","Antes de ayer  me caí de la moto, se me atravesó un burro"
Ekettaajeechi taya juya  kashikaa tüseena,El otro mes  cumplo años
¿KasoꞋulajana waya?,¿Qué día es hoy?
"¿Jalapüsheerü ottuin  tü akotch ojowaaka? o'uneemateesh ii nash ikana tepichik aa, kama 'aliina a'tapajüin","¿A qué hora es la reunión ? los padres de los niños se quieren ir , tienen rato de estar esperando"
"Anachonsü kas ipolüin , akaratshi sü sünoꞋu","Está lindo el arco iris , tiene siete  colores"
"Püikala maa motsoꞋochon , yootüin jachi tayakai nüchiki puchonkai, taya ekiraj aka niaka i","Siéntate un ratico  voy a hablarte de  tu hijo, yo soy su profesor"
"Nnojots ü antüin pia Aliuukainka, antüinjatü  pia wanepia s ünain kulaase","Ayer no viniste a la escuela , debes de venir todos los d ías"
"O'uneechi taya Wuinpumüin kashika t üseena, mo'unajaainsai taya saa'u tapüshi eeirü ma ’aka piama juya","El mes que viene voy para  la Alta Guajira, tengo dos años sin visitar mi famil ia"
Nnojoyüꞌiya antüin taya jünaain aꞌyatawa a juyaka  tüü,Este año no he podido encontrar trabajo
"Motusu ta a'in tawaraij aain pa a'u tü kashi alataka a, o'uneerüinja'a taya kashika a tüseena awaraij aain pa a'u","El mes pasado  se me olvidó  ir a visitarte, e l mes que viene sí voy a visitarte"
"Eejerü wuiirü watta'a, püntai püyaꞌlajai",Mañana puedes venir a comprar ahuyamas
"Epiꞌyuushijaasü  waaꞋu, joo'uya miichipa 'amüin","Está oscureciendo , vámonos para la casa"
"Osmeider   Jamayaa Keila, ¿anasü pia?","Hola Keila , ¿estás  bien?"
"Keila          Anasü, ¿jarai pia?","Estoy bien, ¿quién eres tú ?"
"Osmeider    Osmeider, chi pa ꞌaleewainkai","Osmeider , tu amigo"
"Keila          Jamaya a, kakalia rü nnojolüin tatijaain paa'u, ¿kasa paa'inraka ?","Hola, rato sin saber de ti y ¿qué haces ?"
"Keila Aisü jemiai, a Ꞌitüsü juya waneepia, aseratnüsü tü ekirajüleekalü maalü ,otta tü wopuk aa piratüsü wuin","Hace fr ío, llovi ó todo el d ía, la escuela cerr ó temprano  y la carretera está inundada"
Osmeider  ¿Paapüirü jamü injatüin m mapa'ak aa watta'a ?,¿Has oí do cómo va a estar el tiempo ma ñana?
"Keila  Saashin süpü Ꞌüyakaa, eitüinjatü suchuku wa'a watta'a",Según los pronósticos mañana continu rá lloviendo
"Keila Aneerü jo o ajatteerü tü juyaka a, süpüla  puwarai njaanchi n taa'u, ¿jamüsü mmapa'aka chapün aa pipialu ꞌu?","Pronto se acabar á tanta lluvia y podr ás venir a v isitarme , y ¿c ómo está  el clima por tu casa?"
Atijaainapa waya aainjaa tü keesükaa.,Ya sabemos hacer el queso.
¿Atüjashi pia atükaa wayuunkeera?,¿Tú sabes moldear muñecas?
"Iiwa, sükaliashaanakaa kaaliiwaa.","Primavera, tiempo del amar."
Ayuutushi nushunula jüchiki a’yalajaa.,Se sonó los mocos después de llorar.
"Wayuu eekai jülatüin nüpüyalu’upünaa, ji’rapünaain jünain tü a’yalajaa kalü.",Las personas que pasaban por la casa de él lo veían llorando (= en el llorar).
E’eminatsü taya siki jüpüla a’lakajaawaa.,Yo amontono leña para cocinar.
Antüshi jünain amünajaa nuu’uichikanain epeyüikai.,Llegó para rastrear las huellas del epeyüi.
O’unushi wayuukai jünain asaajaa amakai.,El hombre se fue a buscar el caballo.
Antüshi taya süpüla ayonnajaa sümaa jimo’onnuu.,Yo vine para danzar con las adolescentes.
Tü atchinjirawaakalü wanee shaitaa.,La lucha (= el luchar) es un juego (= jugar).
uushi PASIVA  apütüüshi,es (lo) dejado
achajaaushi,es (lo) buscado
chon DIMINUTIVO  apütachonshi,deja alguito
achajaachonshi,busca alguito
maata INMEDIATEZ  apütamaatüshi,deja de inmediato
achajaamaatüshi,busca de inmediato
achajaapünaashi,busca de paso
achajaashaanashi,busca mucho
achaja’alaashi,busca contra lo esperado
aata A TIEMPO  apütaatüshi,deja a tiempo
achajaawaatüshi,busca a tiempo
’iree  DESEO  apüta’aireeshi,desea mucho dejar
achajaawa’ireeshi,desea mucho buscar
’yaata AQUÍ/ALLÁ apüta’ayatüshi,deja aquí y allá
achajaawa’ayatüshi,busca aquí y allá
aaja SIEMPRE  apütaajüshi,siempre deja
achajaawaajüshi,siempre busca
aata RÁPIDO  apütaatüshi,deja rápido
achajaawaatüshi,busca rápido
achajaattatüshi,busca algo más
püi CADA UNO  apütapüishii,cada quien dejó
achajaapüishii,cada quien buscó
achajaataashi,busca supuestamente
achaja’alaa müshi,busca de pronto
achajaapia müshii,cada quien busca
püchi maa POCO A POCO  apütapüchi müshi,deja poco a poco
achajaapüchi müshi,busca poco a poco
achajaata müshi,busca a cada rato
achajaakuu müshi,busca inadecuadamente
Kushematai nnojoishi o'unapia müin jünain olojoo wü chii eemüin laakalü,Kushematai no volvió más a cazar aves al jagüey
Antapüchi meena kaa'ulaka na,Los chivos irán llegando salteados
"Nnojolinjachi laüla'alaa müin pia, ayata'alüinjachi  ma'aka pantaiwa'aya tama'anamüin","Tú no te volverás viejo enseguida, permanecerás como cuando llegaste a donde mí"
Nnojotsü outata müin tü nüchonniikalüya'asa,Tampoco sus hijos ya no se morían tan fácilmente
"Warai müshija'a nia, ananajakuu müshi mapünaa aka t üsa",El caminaba y miraba por allá alrededor
"Jalaichi, tawalachonwaa, emi'ijaajeeshi taya pümaa","Ven, primito, quiero jugar contigo"
"Maatpa, a'waateeshi taya mmaapümüin: ¡Eii mma, aisü  pia tapüla!","Esta madrugada, quise gritar hasta ultratumba: ¡Tierra madre , te amo!"
Eirakaaweeshi chi pumuusainkai julu'upünaa wanee ju tatüsü iipünaa,Tu gato quiere mirar por una abertura arriba
Tousajeein tü majayülü a'yataakalü tepialu'u,Quiero besar a la muchacha que trabaja en mi casa
"Aya'lajeeshi taya wanee kaa'ulairua, je'ra eera",Quiero comprar unas cabras quién sabe cuántas
¿O'uneeshi pia tamaa Maiko’umüin?,¿Quieres irte conmigo a Maicao?
Makateeshiyaaje'e taya sulu'u tü to'ulakalü,Yo quería mucho quedarme en el chinchorro
"Mainmajüsü naa'in wayuukai, ako'ojooweeshi jünain j ietkalü","El hombre tenía diversos pensamientos, quería abrazar a la mujer"
"Atunkeeshi taya, mapüsashaanashi ma’i taya.","Quiero dormir, estoy muy cansado."
¿Ayonnajeeshi p ia jümaa Tareesa?,¿Quieres bailar con Teresa?
¿Aseeshi p ia wüin?,¿Deseas beber agua?
Ja'waliuu m üsüja'a naa'u wayuukai wopulu'u; atunkeeshi nia.,"Pues bien, le anocheció al hombre por el camino; deseaba dorm ir."
¿Jalakuwaishii tepichikana süchiki no'utuin saa'in chaamaakaa?,¿Hacia dónde se dirigieron los niños después de matar a la  bruja?
"Tachonwaa, aapa ’atshi pia tamüin yüttaa aa'in.",Hijo mío: sólo disgustos me causas.
Sotusu naa'in Piipa tü nukuwaipakalü eekai nülojüin  wüchiirua tamaa.,Pipo recordó lo que aconteció cuando estaba cazando pájaros conm igo.
Kepiashii waya jaa'u wanee wütai; nnojotsü sotuin t aa'in eejetürein.,Nosotros vivíamos en un cerro; no recuerdo dónde quedaba.
"Alü'üjainjatüyaa taya eküülü, akatsa'a moto'oluin t aa'in.","Yo iba a traer comida, pero a mí se me olvidó."
Motusu taa’in awalaajaa wanee tojuyaala nuulia Piip a.,Yo me olvidé de pagar una deuda que tengo con Pipo.
"Anashaanashi ma'in wayuukai, nnojoishi mojuyaain aa 'in, nnojoishi yaleeyaain juulia tü nu'wayuusekalü.","El hombre estaba muy bien, no estaba triste, no quería apartarse de su mujer."
Ayo’ujaasü ma’i taa’in nutuma wanee alijuna ka’liim o’ule shi.,Yo me asusté mucho a causa de un criollo barbudo.
A’ürülaasü n aa’in wayuu Maiko’u jana a ka cho’ujaain  namuin kara-louta wayuunaikimaa jatü nüshajala Piipa.,"Los wayuu de Maicao se pusieron insistentes, porque a ellos l es hace falta el libro sobre wayuunaiki que escribió Pipo."
Nnojotsü aku ’lajaain waa’in sü maa atijaa wayuunaiki.,No tenemos pereza para aprender wayuunaiki.
Mojusu s aa’in  tü wayuu kachonkolu tatuma.,Esta tr iste la mujer wayuu que tiene hijo por mí.
Talatashaanasü ma'i naa'in süka ne'rüin tü jolotsük alü.,Ellos se pusieron muy alegres porque vieron la estrella.
"Seiwa'aya ma'aka tüsein, aapünüsü nuu'uipüsana nutu ma chi wayuukai .","Cuando venía de allá para acá, fueron oídos sus pasos por el hombre."
Anaajünüsü toleekakalüirua natuma jima’aliikana .,Fueron acomodados los talegos por los jóvenes.
Alü'üjünüshi chi tawalakai jutuma pulusiiakaa jalam üin eera yaa.,Mi hermano fue llevado por la policía quién sabe para dónde.
A'itünüshi pia nutuma chi pülüinkai.,Tú fuiste golpeado por el nieto tuyo.
Matüjainsalü apütünaa jintutkolu jutuma tü jiikalü .,La niña nunca es abandonada por su madre.
"Mayaasü ja'yuuin, asukajaanüshi Piipa natuma na eki rajüliikana.","Tan pronto amaneció, Pipo fue echado de menos por los maestros."
"Tü kemiisa nünainjatükalü paala, ashiijaanüsü, anaa jaanüsü jiaya'asa.",La camisa que llevaba puesta antes fue lavada y guardada.
"Jüchikijee tia, ojo'itünüshi outushikai amouyuupa'a müin.","Después de aquello, fue enterrado el muerto en el cementerio."
Aainjünüsü uujolu süka maiki.,La chicha se hace con maíz.
Acheküsü o'otojoonaa türa püshe'einkalü.,Conviene que esa ropa tuya sea sacudida.
Aapünüirü kaasha'irakaa.,Ya se oye el son de la tambora.
Achijiraa müshija'a epe'tshikai jutuma aakajünaa as he'ein.,De repente el borracho se despertó porque le estaban quitando la ropa.
Ojo'itünüsüirua wattalu'u ma'aka tia julu'u wanee a mouyuu.,"Fueron enterrados algo lejos, como por allá en un cementerio algo distante."
Nnojoleechi asukajaanüin taya.,A mí no me echarán de menos.
Aluwataanüshi wayuukai wüna'apümüin jünain olojoo i rama.,El hombre fue mandado al monte a cazar venados.
"Aa'alijiraanüsü kapüleetakalü, ajaletinnüshi jiatta 'aya.","La soga fue sostenida entre varios, y él fue hecho bajar lentamente."
Acheküsü ousünaa ee aa'inmajünaa a'ttieekat.,Es necesario deshierbar y cuidar el sembradío.
Süka süchiralujuna aainjünüsü ako'ojuushi.,Con la leche se hace cuajada.
Nnojotsü anain jüpüla ookotünaa poolotoiwa'aya tü uujotkolu.,No es bueno que sea bebida la chicha estando todavía caliente.
Tüü uujotkolu wanee asüüshi wajiireje'ewolu.,La chicha es una bebida de La Guajira.
Eesü sulu'u tü miichi pülashiikaa [wanee korolo kojutusu anujuluushi ].,En la casa encantada hay unos objetos valiosos escondidos.
Achikanainjüneerü [tü anaajaalaairua aka’ato’ujuushikalü ] nutuma Juan.,Los archivos adjuntos serán imprimidos por Juan.
Achuntunusu tamüin [wanee achikiimaajatü ejeketüje’eruushi ].,Me fue solicitado un curriculum vitae actualizado.
Akumajüsü [ashajiaakuwa’ipa ee’iyatuushi ] sünain [ashajalaa aneekuushi ].,Ella aplica la fuente indicada al texto seleccionado.
Ajütüshi taya imeeirülu’u [piama sü kanüliasü aka’ato’ujuushi ] pümüin.,Te envié por correo electrónico dos documentos adjuntos.
Kettaajüsü [wanee kapüleetairua müle'uyuushaana aainjuushi jüka  sipata ].,Estaban listas unas sogas grandísimas elaboradas con hilo.
Ekuushi asalaakalü jaa’u meesakalü nutuma Piipa.,La carne fue comida sobre la mesa por Pipo.
Ojutuushi ipakalü jutuma Kantaraalia .,La piedra fue lanzada por Candelaria.
Aluwataaushi wattajee chi jima'aikai.,El joven había sido enviado desde lejos.
Akulaalajuushi tü apainkat süka sütüna aipia.,La huerta está cercada con ramas de cují.
Tüü wayunkeerakat atüküüshi süka pootshi.,La muñeca se hace (= es hecha) con barro.
Oulaausheechi taya saalii mojulaawaa.,Yo seré abandonado por ser malvado.
Aliniaajuushi epe’eru’umüin ashajuushikalü türa.,Ese texto está alineado a la izquierda.
Aluwataausu karalouta nümüin Piipa.,Por fin fue enviado el libro a Pipo.
Ojutuushi taya chaa'aya jala yaa eera.,Yo fui a caer por allá quién sabe por dónde.
Asüüinjatüyaa wüinkalü nutuma püliikukai.,El agua iba a ser bebida por el burro.
Achituuina waya jünain wunu'ukoluirua.,Ya estamos a punto de golpearnos contra los palos.
Achüütüüinjatüyaa waa'inru'u türa kalapaasükalü.,Creíamos que esa patilla se iba a destripar.
Apütüüirü wayuukolu jutuma je'ejena.,La mujer está a punto de quedarse abandonada por su cabalgadura.
Ochotuuinjatü etkalü jutuma kaliinakalü.,La perra iba a ser picoteada por la gallina.
Ayaawatü nüsü/Ayaawat uushi /Ayaawat uusu wanee wanülüü.,Se ha detectado un virus (en la computadora).
Washitshaanas hi ma’i wayuukai chii,Este hombre es muy rico
Paapaa susukoo tüü sümaa ja'rai shikii nneerü,Toma la mochila  esta con cincuenta monedas
"Japüishi chira  jintüi kai, nnojoishi ekeein o'upalaa","Ese niño tiene verg üenza, no quiere comer delante de alguien"
¿Ashajayaashikalej e'e chira  Ø?,¿Ése está escribiendo o no?
Ana putuma türa  Ø checheiwa kojonkolu,Acomoda bien eso para que el cajón quede apretado
"Ayonnajüshi Kamiirü (taya, nia, pia)","Camilo baila (yo  bailo, él baila, tú bailas )"
"Ayonnajüsü Mariia (taya, shia, pia)","María baila (yo  bailo, ella baila, tú bailas )"
"Ayonnajüshii wayuukana (waya, naya, jaya)","Los wayuu bailan (nosotros, ellos, Uds.)"
"A’lakajaashi Kamiirü (taya, nia, pia)","Camilo cocina (yo  cocino , él cocina , tú cocinas )"
"A’lakajaasü Mariia (taya, shia, pia)","María cocin a (yo cocino, ella cocina, tú cocinas)"
"A’lakajaashii wayuukana (waya, naya, jaya)","Los wayuu cocinan (nosotros, ellos, Uds.)"
Tachajaainjatü tü saruweesa kalü,Yo voy a buscar la cerveza.  (Específico)
Achajaainjachi taya saruweesa,Yo voy a buscar cerveza.  (Específico)
Püya’lajeeerü  tü meruuna kalü,Tú comprarás el melón . (Específico)
Aya’lajeerü pia  meruuna,Tú comprarás melón . (Específico)
Wa’lakajaa injatü tü asalaa kalü,Vamos a cocinar  la carne. (Específico)
A’lakajaa injana waya  asalaa,Vamos a cocinar  carne. (Específico)
Wasakee rü nii Kamiirü,Nosotros saludaremos a la madre de Camilo.
A'ajeechi tashi apainru'u ; na'ajüinja tü aipia nü'lanalaka lü,Mi padre quemará en el conuco ; él va a quemar el trupillo que había podado.
apütünaa,ser dejado
apütiraa,hacer dejar
apütirawaa,dejar conjuntamente
apütü shi,"dejo, dejé, he dejado"
apütayü i,hace un rato corto dejé
apütüichi,"ya dejo, empiezo a dejar"
apütayü iya,todavía dejo
apüteech i,dejaré
apütatü jüiya,ya antes había dejado
apütüin jachi,"voy a dejar, tengo que ir a dejar"
apütü shijach i,para yo dejar
apütüichipa,"ya he dejado, acabo de dejar"
apütamuyuu,"solía dejar, dejaba"
"pü püt a, ja püt a","deja, dejen"
tap ü tü l e,si dejo
tap ü taiw a,para yo dejar
Na'ajüin  aipia nü’ lanalaka lü.,Él quema el cují que ha talado.
Achinashi taya wanee wunu’ u jüka wanee ipa.,Yo golpeo un palo con una piedra.
Alanaa shi etkai nüpüleerua püliikukai.,El perro se le adelantó bruscamente al burro.
¿Atüjashi pia ouuttaa jüka korompa? ¿Atüjashi pia aso noo?,¿Tú sabes hilar con el huso kor ompa? ¿Tú sabes tejer?
"Nükache jüin wanee kuluuluirua pasanainpünaa jünain apainkalü, nüka’i jain sikamüsala malu’ upünaa aka tüsa.","Colgaba unas telas en medio del conuco, provocaba humaredas por allí."
"Eetaashi wanee wayuu moju laashi ma’ in; asü naa pu’ushi süchisa wa yuu eekai sülatüin nü’ütpünaa, nu’uta aa’ inrüya shia süchikijee tia.","Había una vez u n hombre malvado; solía quitar  el equipaje a las personas que pasara n junto a él, y las asesinaba después."
Üttajaasü naa’ in jintüikai saalii tü naainjalakalüirua.,Se hartó  de pronto el chico de la s bromas de ellos.
"Nnojois hi antayaain jünain wanee maiku’ulia; jia mainma’alaka ni’rüin wayuuirua majayünnüü ka’ walo ’ulejüsü, wüita ja ashe ’einrü.","No pudo en contrar ningún maizal; lo que veía mucho  eran muchachas jóvenes de largos cabellos, vestidas de verde."
Eesü kaa'ula jee anneerü sulu'u Wajiirü.,Hay chivos y ovejos en La Guajira.
Eejeerü apünüinsü jula'airua sümaa ooro.,Habrá tres tinajas con oro.
Eesü wanee küranja kalu'usu wanee laa.,Hay una granja que  tiene un jagüey.
Eetaasü jüpüya nierüin laülaakai wattalu'u ma'aka tüsa.,Estaba la casa de la mujer del viejo lejos como por allá.
Eeshi Luuka nipialu’u sümaa nu’wayuuse.,Lucas está en su casa con su mujer.
Eejechi taya wanaa jümaa jü'itüin juyakalü,Yo estaba presente cuando llovió.
"Jakütüirü a'ttiee kalü , kettaasü jüpüla a'tkutunaa","La cosecha está madura , está lista para ser recog ida."
Yaashi Piipa  ashajüin wanee karalouta  süchiki wayuunaikikalü.,Pipo está aquí escribiendo un libro sobre la lengua wayuu.
Eesü taa’in nüpüla chi ekirajüi antakai.,Yo estoy pendiente del maestro que vino.
Ee paa’in jüna in niküin Kamiirü.,Está tú pendiente de la comida de Camilo.
"Eejüsü naa'in, eiraküin müshi pansaa jümaa tü wopukolu.","Él estaba alerta, miraba a cada rato en la dirección del camino."
"Kataa müsü so'u ja'wai, eejüsü saa'in nünain süchonkai.","La noche la pasó  despierta, estaba pendiente de su hijo."
Eesü mürülü süma'ana tapüshi.,Mi familia tiene animales.
Eeshi wanee püliikuchon wama'ana piichipa'a.,Nosotros tenemos un burrito en la casa.
Nnojotsü eein wanee kasa jüma'ana teikalü.,Mi mamá no tenía nada.
Nnojotsü eein tama'ana wanee palit kaleje'e siki.,Yo no tengo ni siquiera un poco de leña.
Eesü mainma nneerü nüma’ana Piipa.,Pipo tiene mucho dinero.
"Aisü jii'iree eküülü yayaa, nnojotsü eein wanee mojukuu makaleje'e wama'ana.","Aquí se sufre por la comida , no tenemos ni siquiera un poco."
"Eesü tama’ana apünüinsü wotkainrua, piama chuwatüsü jee waneesia yokutusu.","Tengo tres volcanes, dos en actividad y uno extinguido."
"Eewalain anneerü wama'ana, anneetka püsala watuma.","Como no tenemos oveja, no te obsequiamos una oveja."
"Anneera'ala eeka tama'ana, nnojotsü paa'a tama'ana.","Poseo únicamente carnero, no tengo vaca."
"Kaliinaje'eya taapaka pümüin, ma'aka tü eere kaliina tama'ana.","Yo sí te hubiera dado gallina, si yo tuviera gallina."
Eetaashi laülaakai joyototaain nüpüla julu'u wanee süi juyuupünaa lumakalü.,Él encontró al viejo sentado en un chinchorro debajo de la enramada.
"Eetaasü majayünnüükalü wapüla, awat aayaa müsü wapanapa.","Nosotros e ncontramos a las muchachas, elas salieron corriendo a nuestro encuentro."
Eetaashii wayuukana napüla ouwouluu maa'alüin mmoolu'u.,Ellos encontraron a los hombres muertos en el suelo.
Keena'atshi warai müin Luuka; nnojot sü eeyaain nüpüla tü nüchajaakalü achiki.,Lucas c aminó inútilmente; no encontró a la que buscaba.
Eeshi taya süpüla te'iküin pia sünain tia.,Yo te puedo enseñar eso.
¿Eesü süpüla tashaitajaain jamaa?,¿Puedo jugar con ustedes?
Eeshi taya süpüla talat irüin apünüin ai sulu'u miichi pülashiikalü.,Yo puedo pasar tres noches en la casa encantada.
Eesü süpüla wejitüin kepein süto'uta.,Nosotros le podemos echar café por la parte exterior.
Eeshi chi alijunakai jüpüla naapüin wanee karalouta  nümüin chi jintüikai.,El criollo  puede darle un libro al niño.
"Akuwolu'u jünülia toumain, jiaja'a eere  tapüya , eere  tasüle.","Mi tierra se llama Akuw olu'u, que es donde está mi casa, donde está mi abrevadero."
Antüshiija'a naya eemüin  laakalü  nnojoluiwa'aya ja'yuuin.,Ellos llegaron adonde estaba el jagüey  cuando todavía no había amanecido.
Chainjana waya eemüin  chi watuushikai .,Nosotros nos dirigimos  hacia donde está nuestro abuelo.
O'uneechi pia jüse'eru'upünaa aikalü chaa'aya eemüin  uuchikalü tia .,Tú te irás en medio de la noche hacia donde está ese cerro.
Sheeyülia majayünnüükoo sümaa sümücheirua aja ’itüinjana wüin eemüin  tü ishikalü .,Ya vendrán las señoritas con sus tinajas a buscar agua adonde está la casimba.
Jaliwalaka'a warai majayaa pia sa eepünaa  tüsa ta'wayuusekalüje'e .,Cuidado con que vayas a andar caminando por allá por donde está mi mujer.
Alatüshii waya eepünaa  wanee uuchichon .,Nosotros pasamos por donde está un cerrito.
Su’ttirüin Piipa tü chaamaakalü sulu’umüin tü luma eepu’ ule nia.,La bruja colocó a Pipo en la enramada donde él solía estar.
Chejeejena waya eejee  watünajutu .,Nosotros venimos desde donde está nuestro amigo.
Eejet üyaaje'e yaawa atpanaakalü eepünaale  waraitüin  nia.,"Según se dice, sí había conejos por donde él andaba."
A’yataashi taya eepu’ule  ni’yataain  chi alijunakai.,Yo trabajo donde solía trabajar  el criollo.
O’unusu tawalakalü sulu’umüin tü aikaalee eere  shi’ya taain  nneetpü’üin.,Mi hermana se fue a la tienda  donde trabaja  como cajera.
Nümaashi taya chi wayuukai eemüinre  nii'iyatüin  tamüin wanee walaa.,El hombre me condujo hacia allá donde me mostró  un walaa.
O'uneeshiya taya - müshi wayuukai.,De verdad que quiero ir - dijo el hombre.
¿Nnojotsü kasain ali in pünain? – majüshi laülaakai.,¿No te duele nada? - decía el viejo.
Tayaawatüin pia - müsü jietkalü nümüin  Luuka .,Te reconozco – le dijo la mujer  a Lucas.
"Ma’aka jümaale taya jüpü yalu’ umüin,  mojushaaneerü taa’in chamüin chaa ’aya, akaajasa jimaa tama’ arüle yaa’ aiyaa,  anattateerü  ta’'in – müshi  jümüniirua.","Si ustedes me llevan para sus casas, yo por allá me voy a sentir muy triste; pero en cambio si permanezco aquí, me sentiré un poquito mejor"" - les decía a ellas."
"Na pütünajutukana , nnojoleechi na kaalii jain pia - majüsü jietkalü nümüin.",Tus amigos  no te ayudarán - le decía la mujer.
Müsü yaa nünüiki namüin: Kamalainsü tamüin jemi'ira.,Él les dijo: Me gusta vuestro entretenimiento.
Nümakalaka jintüikai yaa: ¿Kasa püchajaaka achiki yayaa?,Entonces el muchacho dijo: -¿Qué buscas aquí?
Nümataalakalaka chi nashikai yaa: Anakaja'a amülouitaale paala naya.,Entonces dijo su padre: Sería bueno si se perdieran.
"Chi nuwala mulo'ushikai, müsü naa'in yaa: Malashi ma'i n chi tawalakai.",El hermano mayor pensaba: Mi hermano es muy bobo.
¿Jamüshiche eera taanee makalaka nookoloin yala? - maa müsü taa'in.,¿Por qué será que ronca así mi cuñado? - pensaba yo.
¿Kasa'aya ma'in joolu'u tü aakajaka tashe'ein?  - maa müsü naa'in  nüle'eru'u.,¿Qué será ahora esto que me quita la manta? - pensaba para sus adentros.
¿Nnojolinja'a jamajüin pia müinma'a pia yaa? - müshi laülaakai.,¿Y no te ha pasado nada así como estás? - dijo el viejo.
"Aisha'ajaa, nnojoliinja'a wayuuin chi makai yaa.","Caramba, no es persona el que está así."
¿Jamüinjachi makalaka pia yaa?,¿Por qué eres así?
"Mayaasü ni'rüin tü kasa waneejetükaa ayoluju, apantajaashi chi jintüikai .","En cuanto vio la cosa de aspecto extraño, el niño echó a correr."
"Mayaashi ale'ejüin n ia paülü'ümüin, nuchuwalaain sikikalü ayokulaasü nüpüla.","Tan pronto regresó adentro, se puso a atizar el fuego que encontró medio apagado."
"Mayaashii antüin jiairua jünain  asütaa kaa'ulakai, süsiinakaijasa  nia tatuma.","En cuanto ustedes lleguen a quitar el chivo, ya lo habré hecho cecina."
"Mayaasü ma'in piyonnajüin, mariaawashaanaleesü pia.","Mientras más bailas, más te mareas."
"Mayaasü te'rüin ma'in pia, aisü ma'in pia tapüla.","Mientras más te veo, más te quie ro."
"Ma'aka pülü'üjale nneerü, tachajaajeerü pümüin miichi.","Si llevas dinero, yo te buscaré casa."
