way,esp
"Chi ekirajakai taya sünain, nnojoishi wayuuin nia, nia Jesucristo. Nia'a ne'e nümüiwa ee'iyatakai shia tamüin.",Ni lo recibí ni lo aprendí de nadie. Es Jesucristo mismo quien me lo ha revelado.
"Nu'unaiwa'aya Jesús mamüin aka türa, ni'rüin joo Jacobo, chi nüchonkai Zebedeo, oo'ulaka Juan chi nuwalakai. Areweentaja'atshii tü nakusüinkat yaa sulu'u tü anuakat nümaa chi nashikai.","Un poco más adelante vio Santiago, el hijo de Zebedeo, y a su hermano Juan, que estaban en la barca reparando las redes."
"Müleka wanaawaleje jaa'in namaa, aishiije jia napüla maa aka alin napüla na wanaawakana namaa. Otta süka taneekajalain jia na'akajee, nnojoishii wanaawain jia namaa. Je sükajee tüü, maalinsalii jia napüla.","Si pertenecieran al mundo, el mundo los amaría como cosa propia. Pero como no pertenecen al mundo, sino que yo los elegí y los saqué de él, por eso el mundo los odia."
Eesü ejituukat sa'aka ipashira eere arülain mma. Osota müsüja'a shia mayaainje arülain tü mmakat.,"Otra parte cayó entre las piedras, donde había poca tierra; y como la tierra no era profunda, la semilla brotó muy pronto;"
"Ne'itaain wane kuluulu nu'upa'apünaa sümaa namüin:—Müleka chajeejachire pia eejee Maleiwa, püshantaja saa'u jaralin ashe'etüin pia —namakalaka.","Tapándole los ojos, le decían:—¡Adivina quién te ha pegado!"
"Süka wainmain tü anoujasükalüirua sainküin mmakat süpüshua, nnojoleechi taya oo'ulaain suulia a'yatawaa nümüin chi Senyotkai. Ja'itairü ashakajüin sütsüin te'iruku, shieerü koo'omüinka tamüin sütsüin taa'in, süka eein chi Maleiwakai tamaa.","Esta es la razón por la que nunca nos desanimamos. Aunque nuestro cuerpo mortal se va desmoronando, nuestro ser interior va recibiendo día tras día nueva vida."
"Süka jamüin, chi jülüjakai aa'in waneepia kaainjalaa, nnojoishi oonooin sümaa tü nuluwataakat anain Maleiwa. Isasü nüchiki, süka nü'ürülaain nünain.","Y es que el afán por satisfacer nuestros desordenados apetitos nos hace enemigos de Dios, a cuya ley ni nos sometemos ni tenemos siquiera posibilidad de hacerlo."
"Je tü wayuukalüirua süpüshua'a, saapayaa sümapa tüü, maatsü jamakai saa'in. Awatawa'ain müshii naya noo'omüin Pablo. Naapaajaain nia sünain najaraijaain anooipa'amüin suulia tü a'waajüleekat Maleiwa sünain nasürütpünaain tü so'ukat.","La ciudad entera se alborotó; y la gente acudió en masa. Agarraron Pablo, lo sacaron fuera del Templo y cerraron sus puertas inmediatamente."
"Maa aka tü jouktaikat saapünüin ne'e shipijana sümaa nnojolüin sütüjaanüin aa'u eejeere su'unüin otta jalamüinjatüin süntüin, müshia chi wayuu jemeikai nüchikua nütüma chi Naa'inkai Maleiwa süka ja'yain sünain shii'iranajaain naa'in —nümakalaka Jesús nümüin Nicodemo.","El viento sopla donde quiere; oyes su rumor, pero no sabes ni de dónde viene ni a dónde va. Lo mismo sucede con el que nace del Espíritu."
"Asouktüshi joo chi nüshikai: ‘Tachee, tamaashi pia waneepia. Je süpüshua'ale tü kasa tama'anakat, pükorolo piakai.","El padre le dijo: «Hijo, tú siempre has estado conmigo, y todo lo mío es tuyo."
"Otta müshi'iya na laülaayuu judíokana sütüma tü nümakat Jesús, a'ülüjaajiraashii naya nachikua.",Estas palabras de Jesús fueron la causa de una nueva división de opiniones entre los judíos.
"Maa aka shiain nünüiki tü nükumajakat aka kasa süpüshua, shieerü kasalajanainjatka aka mapeena saainjala wayuu sümüin. Otta a'atapajüshi maa'ulu yaa chi Maleiwakai süpüla naja'ttirüinjatüin süka siki so'u ka'ikat tia tü mmakat oo'ulaka na wayuukana mojutkana atüma nia oo'ulaka tü kasakalüirua süpüshua chakat iipünaa.","En cuanto a los cielos y la tierra actuales, la misma palabra divina los tiene reservados para el fuego, conservándolos hasta el día del juicio y de la destrucción de los impíos."
"Je so'uweena tü ka'i süntinneetkat o'u tü jüsülajüinjatkat nama'anamüin na nüpüshikana chi Maleiwakai chakana Judea, aapünayaa meerü analu'ut nümüin chi Maleiwakai natüma na anoujashiikana eekai eein saa'u nakaaliijünüinapain na juwalayuukana cha'aya su'unnaa tü müliaa ne'rapü'ükat.","Porque esta ayuda es como un servicio sagrado que no solo remediará las necesidades de los hermanos, sino que también contribuirá abundantemente a que muchos den gracias Dios."
"Namakalaka nümüin Jesús:—Atak, pienchi ma'i shikii juya aippiruamüin na'yataain na watuushinuukana sünain akumajaa tü a'waajüleekat Maleiwa. Je piakaiche ma'i, kaalapeechin pütamate'erüinjatka'a shia so'u apünüin ka'i paajüin —namakalaka nümüin.","Los judíos le replicaron:—Cuarenta y seis años costó construir este Templo, ¿y tú piensas reconstruirlo en tres días?"
Atüjashii waya [aashaje’eraa jümaa ayaawajaa ].,Nosotros sabemos leer y contar.
"Oponojooshi ma'i taya sükajee ju'ttüinapain sünain oo'ulawaa nuulia Maleiwa chi eenakakai jia sünainjee na'anasia Cristo. Süka jamüin, kapülasü joolu'u jaa'in wane nüchiki chi O'tte'erüikai sulu'u naatain sukuaippa,",¡No salgo de mi asombro! ¡Hay que ver con qué rapidez ustedes han desertado de aquel que los llamó mediante la gracia de Cristo y se han pasado a otro evangelio!
"Je chi Maleiwakai, süka nücheküin süpüleerua sütüjaainjatüin naa'u wayuu sünain nikeraajüin tü naa'inrüinjattüjütkalia paala, nii'iyatüin sümüin sünain pansaain nünüiki je sünain naa'inrüinjatüin tü nümakat süka niain Maleiwain.","Igualmente, queriendo Dios asegurar a los herederos de la promesa que su decisión era irrevocable, interpuso un juramento."
"Je chi sülaülashikai surulaat je na surulaatkana eejanakana nümaa sünain nanajüin naa'u Jesús sünain ouktaa, ne'rapa tü mmakat sünain sükutkujaain je tü alatakat nümüin Jesús, sainkuukalaka ma'i naa'in sünain maa:—Shiimüinyala ma'i nia sünain niain chi Nüchonkai Maleiwa —namakalaka.","El oficial del ejército romano y los que estaban con él vigilando Jesús, al ver el terremoto y todo lo que estaba sucediendo, exclamaron sobrecogidos de espanto:—¡Verdaderamente, este era Hijo de Dios!"
"Je sükajee tia, shikeraajüin tü ashajünakat paala nüchiki Jesús sünain maa: “Nia'aya wane kaainjaraiya saashin wayuu”, makat.","Así se cumplió la Escritura que dice: Fue incluido entre los criminales]. , aunque entre ellos están los mejores y más antiguos, omiten el versículo colocado entre corchetes."
"Otta müshia chi jutuushikai Abraham, talatüshinka ma'i süka nütüjaain saa'u sünain tantajachin so'uweena wane ka'i. Talatüsü ma'i naa'in süka nütüjaain saa'u tü kasa anasü taa'inrajatkat tantapa sa'akamüin wayuu —nümakalaka Jesús namüin.","Abrahán, el padre de ustedes, se alegró con la esperanza de ver mi día; lo vio y se alegró."
Neenakakalaka na Aluwataaushikana polooshiikana piammüin sünain nüjütüin naya piamawalin süpüla aküjaa tü nüchikikat. Naapüin laülawaa namüin süpüla ajuittiraa yolujaa suulia wayuu.,"cuando reunió a los doce discípulos y empezó a enviarlos de dos en dos, dándoles autoridad sobre los espíritus impuros."
"Ni'ikajaakalaka süpüshi ne'e tü süliakat najapulu'umüin na Aluwataaushikana. Nükatalakalaka nojuuna tü süpüshikat nümüin. Je tü nu'wayuusekat, sütüjaa aa'ulu.","y, de acuerdo con la esposa, retuvo una parte del precio y puso lo restante a disposición de los apóstoles."
"“Je süse'eru'upünaa aikat, su'waatakalaka wane wayuu sünain maa: ‘Anii antüin chi ka'wayuuseinjachikai. Jalaina nüpanapa’.","Cuando a eso de la medianoche se oyó gritar: «¡Ya viene el novio! ¡Salgan a recibirlo!»,"
"Jemeishii waya sümaa makoroloin. Je ouktapa waya, nnojoleerü kasain walü'üjain.",Porque nada trajimos al mundo y nada podremos llevarnos de él.
"Ouktüsü süse'eru'uweematapünaain wayuu eekat yaa saa'u mmakat sütüma tü ojuittakat saanükülu'ujee. Tü o'utakat saa'in tü wayuukolüirua, shia tü sikikat, je tü sümüsainkat, je tü “azufrekat”.","tres calamidades —fuego, humo y azufre—, que salían de la boca de los caballos y que aniquilaron a la tercera parte de la humanidad."
"Saashin tü ashajünakat nütüma Moisés, acheküshii naneekünüinjanain na sacerdote judíokana na'akajee na nuu'uliwo'ukana Aarón, na Levíkana. Otta nayakana, süka isain nountüin naa'inrüin süpüshua tü nüchekakat chi Maleiwakai, aneekünüichipa joolu'u wane sacerdote müin aka naa'in Melquisedec. Je watüjaa aa'uchi Melquisedec sünain nnojolin nuu'uliwo'uin nia Aarón.","El pueblo israelita recibió la ley con la colaboración del sacerdocio levítico. Ahora bien, si alcanzar la perfección estuviera en manos de ese sacerdocio, ¿qué necesidad habría de que surgiese un sacerdote distinto según el rango de Melquisedec? Bastaba con un sacerdote según el rango de Aarón."
"Eekai nnojolin wa'ünüüin, wapüshi.","El que no está contra nosotros, está a nuestro favor."
"Anata'aleeshiija'a ma'i jia ulekana aa'in,süka ji'reechin Maleiwa.","Felices los que tienen limpia la conciencia, porque ellos verán Dios."
"Waya judíokana jümaa jiakana gentilekana, aleewainapa waya joolu'u nütüma Cristo. Oo'ulaainapa waya suulia pa'ünüüwajirawaa, süka ouktüin nia waa'ujee wapüshua.",Cristo es nuestra paz. Él ha hecho de ambos pueblos uno solo; él ha derribado el muro de odio que los separaba;
"Tajüteechi joolu'u Onésimo pünainmüin nüchikua, chi aishaatakai tapüla.",Te lo mando de nuevo como si te enviase mi propio corazón.
Isheyuliaa suchishe asataa,y con la chicha Viene ya
"Anuu wane pütchi shiimüin: Chi Maleiwakai, nia Maleiwaka nümüiwa. Otta Jesucristo, saa'u wayuuin nia, nia nümüiwa ountaka jutatüin nütüma wapüna nünainmüin Maleiwa.","Porque uno solo es Dios y uno solo es el mediador entre Dios y la humanidad: el hombre Cristo Jesús,"
"Nüsouktakalaka Jesús ne'ipajee:—Tasakirüin paala jia'aya. Müleka jüsouktüle tamüin, taküjeerü jümüin jaralin e'itaain taya süpüla tojuittirüinjatüin anooipa'amüin tü wayuu oikkaatkalüirua.",Jesús les contestó:—Yo también voy a preguntarles una cosa. Respóndanme y les diré con qué derecho hago todo esto.
achajaaushi,es (lo) buscado
"Neimolojokoloko naya nachukua'a sünain najütünüinja'a achikü. Nnojoishii eein süpüla jamüinjanain naya natüma, süka jamüin, tü wayuukalüirua süpüshua'a, su'waajüin chi Maleiwakai sünainjee tü kasa alatakat nümüin chi ayuuishikai.","Tras amenazarlos de nuevo, los dejaron libres. La verdad es que no hallaban forma de castigarlos sin enfrentarse con el pueblo, pues todos alababan Dios por lo ocurrido;"
"Otta Jesús, ko'utakalaka nia suulia. Narütkaakalaka joo na nikirajüinkana sünain nachuntüin ma'i nümüin:—Mojushiisü wamüin tüü. Masütaajusat shia sünain a'waataa wachiirua. Anakaja püjütüle shia woulia —namakalaka nümüin.","Como Jesús no le contestaba ni una palabra, los discípulos se acercaron a él y le rogaron:—Atiéndela, porque no hace más que gritar detrás de nosotros."
"Mülieerü ma'i wayuu cha'aya süpüla ka'ikat süpüshua, süka matüjain ouktaa tü jokomakalüirua sünainkat, je matüjüin ayokujawaa tü sikikat.",donde el gusano que los roe no muere y el fuego no se extingue.
Aya’lajeerü pia meruuna.,Tú comprarás melón.
"“Taataa, achuntüshi joolu'u taya pümüin naa'u na tekirajüinkana. Nnojoishi taya achuntüin pümüin saa'u wayuu eekai nnojolüin sünoujain tanain, alu'ujasa naa'u nayakana süka nayain na aneekuushikana pütüma je süka nayain püpüshin.","Yo te ruego por ellos. No te ruego por los del mundo, sino por los que tú me confiaste, ya que son tuyos."
"Je nüntapa so'ulu'umüin tü pueulokat, eesü nüpüla wane wayuu oukta a'wayuuset sümaa wainma wayuu shipiajannuu. Ouktüichipa joo chi süchonkai waneeshika'iya sümüin. Alü'üjünüshi nia amuuyuupa'amüin.","Cerca ya de la entrada del pueblo, una nutrida comitiva fúnebre del mismo pueblo llevaba a enterrar al hijo único de una madre que era viuda."
"Maa aka taashin wane wayuu ouktüsü suulia sukuaippa, taashiinapa waya suulia süchepchiaa waainjala.","Pues cuando una persona muere, queda libre del dominio del pecado."
Ekirajüshi Jesús sulu'u wane ekirajülee so'u tü ka'i neemeraakat o'u na judíokana.,Un sábado estaba Jesús enseñando en la sinagoga.;
"Mojulaashi ma’in jintüikai, ja'itaakaja'a janain a’ülüjain nümüin.","El niño es muy malo, aunque sea cualquier persona que lo regañe."
"Talatüsü ma'i taa'in jütüma, süka jüchecherüin jaa'in waneepia sünain anoujaa sütümajee sa'aniraaitpain jukuaippa nümaa Cristo. Tatüjaa aa'ulu sünain jükaaliijünüin waneepia nütüma wanaa sümaa mojuin jaa'in, süka alin ma'i jia nüpüla. Tatüjaa aa'ulu sünain wanaawajiraain jaa'in nümaa chi Naa'inkai Maleiwa, je sünain jümüliajüin na juwalayuukana eekai müliain.","Si alguna fuerza tiene una exhortación hecha en nombre de Cristo, si de algo sirve un consejo nacido del amor, si nos une el mismo Espíritu, si alienta en ustedes un corazón entrañable y compasivo,"
¿O’uneeshaanashia ma’ in pia tamaa?,¿Tú tienes muchísimas ganas de irte conmigo?
"Nümataalakalaka chi nashikai yaa: “Anakaja'a amülouitaale paala naya"".",Entonces su padre dijo: “Sería mejor si ellos antes se perdieran”.
"¿jamaka'a nnojotka'a paapüin tü neetkat sümüin wane wayuu süpüla shi'yate'erüin shia süpüla kachoinjatüin shia tapüla?’, nümakalaka nümüin.","¿por qué no llevaste mi dinero al banco? Así, a mi regreso, yo habría recibido el capital más los intereses."
"Otta na wayuukana fariseokana ne'rapa tia, mojusü nanüiki namüin na nikirajüinkana Jesús sünain namüin namüin:—¿Jamüshi cheje eera nikaaka'a chi ekirajüikai jia namaa na eekana kaainjaraliin maa aka na okotchajüliikana neerü? —namakalaka namüin.","Los fariseos, al verlo, preguntaron a los discípulos:—¿Cómo es que su Maestro se sienta a comer con esa clase de gente?"
"—Anakaja, jalaichi pümaala —nümakalaka Jesús nümüin.Nüshakatakalaka joo Pedro sulu'ujee tü anuakat sünain waraittüin soo'opünaa tü palaakat nünainmüin Jesús.",Jesús le dijo:—Ven.Pedro saltó de la barca y echó a andar sobre el agua para ir hacia Jesús.
"Nachuntakalaka na watuushikana wane wayuu süpüla aluwatawaa naa'u sulu'u tü mmakat. Ni'itaakalaka Maleiwakai Saúl, chi nüchonkai Cis, namüin. Wane wayuu nia Benjamín e'irukuchi. Je chii, eeshi sünain aluwatawaa naa'u süpüla pienchi shikii juya.","Luego solicitaron un rey y Dios les dio Saúl, hijo de Cis. Era Saúl miembro de la tribu de Benjamín, y reinó durante cuarenta años."
"Nümakalaka Jesús: “Saa'in jümüin, ¿ouktüshii naya süka alana'aleein naainjala noulia na waneeirua?",Jesús dijo:—¿Creen ustedes que esos galileos sufrieron tal suerte porque fueran más pecadores que los demás galileos?
—Nnojo mmolüin jia. Taya tayakai ji'raka —nümakalaka Jesús namüin na nikirajüinkana.,pero Jesús les dijo:—Soy yo. No tengan miedo.
"Jalia pia noulia, süka kamaneeyaain naya sümüin wayuu shii'iree kapülain saa'in tü alawaa nekirajakat anain. Ne'ike'erüin wayuu wainma, maa aka na jieyuu jo'uweekana aa'in, na jookana süpüla anoujaa kasa eekai eein ne'e süka süchepchiain naya kaainjalaa.",A ella pertenecen los que se cuelan a hurtadillas en las casas y sorben el seso de mujeres incautas cargadas de pecados y agitadas por toda suerte de pasiones;
"Cristo, chi nüjünalakai Maleiwa, shiimain sümaa nüküjaain nünüiki chi Maleiwakai waneepia sümüin wayuu, süka eein chi Naa'inkai Maleiwa nümaa waneepia.","Porque, cuando habla aquel a quien Dios ha enviado, es Dios mismo quien habla, ya que Dios le ha comunicado plenamente su Espíritu."
"Anasü tamüin süka pi'raajüin ma'i tü wakuaippakat wayakana judíokana. Otta pi'raajüin ma'i tü sükuaippa tü wanoujiakat, ke'epütkat wa'ülüjirawaa achiirua. Tachuntakalaka pümüin paapajüinjatüin ma'i süpüshua'a tü tamüinjatkat pümüin.Nükuaippa Pablo jintülejeeiwa'aya naashin","Nadie mejor que tú, que eres un experto conocedor de todas las costumbres y cuestiones judías. Te ruego, pues, que me escuches con paciencia."
"“Otta müsia joolu'u, tü taluwataainjatkat anain jia, kasa jeket. Taluwataain jia joolu'u sünain aijiraainjanain jia jüpüla wane'ewaire jukua maa aka alin jia tapüla.","Les doy un mandamiento nuevo: Ámense unos a otros; como yo los he amado, así también ámense los unos a los otros."
"Sükümajaya no'ummain wayuu süpüla nalu'uwatain sülu'u süka nakua'ipa sümaiwajatü ajüitüinjatü sünainje wanee pütchi, karaloutalüsü natuma sülaulayuu mma wattajee namayalee naa wayuu shikiipu'ujanaka no'ummain süma nakua'ipa. Eesü süpüla süntirain sükua'ipa no'ummain wayuu süma sükua'ipa no'ummain eekai müin a'aka na'in müleka pejejiralee shia. Otta müsüya nalu'uwatainjatü alu'u naa wayuu laulayuu, shikiipu'u ko'ummainshiikana sünain wannajirain na'in nama alijuna shikiipu'ujana mma.","La conformación de las entidades territoriales indígenas se hará con sujeción a lo dispuesto en la Ley Orgánica de Ordenamiento Territorial, y su delimitación se hará por el Gobierno Nacional con participación de los representantes de las comunidades indígenas , previo concepto de la Comisión de Ordenamiento Territorial. Los resguardos son de propiedad colectiva y no enajenable. La ley definirá las relaciones y la coordinación de estas entidades con aquellas de las cuales formen parte."
Koutapia juuchechonkalaa nojot pialaju,No llores chiquitica
"Nümakalaka Jesús nümüin:—¿Jamüsükai pünüiki tamüin “müleka painküle”, pümakalaka? Chi eekai anoujain nünain Maleiwa, nnojotsü kasain isain nüchiki —nümakalaka nümüin.","Jesús le contestó:—¡Cómo «si puedes»! Para el que tiene fe, todo es posible."
"Aa, tantireerü watta'a pümuin to'lojoopa shia.","Si, te la traigo mañana después de lavarla."
"Nnojoishi achajaal in taya, jee nnojoishii tama’ana achajaalii aküjakana tamüin","Yo no soy explorador, ni tengo exploradores que me informen."
"Tacheküin tüü jüpüleerua, süka eein wayuu ja'aka nnojotkat oonooin sümaa ouktüin Cristo saa'u kuruusa süpüla wo'tte'ennüin. Naya na tachiajaapü'ükana oulia jia wainmatua paalainka. Otta müsia joolu'u, tachiajaain jia jüchikua suulia, je a'yalajüshi taya süka mojuin ma'i taa'in saaliijee tia.",Porque hay muchos que viven como enemigos de la cruz de Cristo; lo he dicho muchas veces y lo repito ahora con lágrimas en los ojos.
"Otta na nikirajüinkana, nasakirajiraakalaka sünain jaralin na'akajee chi aapüinjachikai nikii.",Los discípulos comenzaron entonces a preguntarse unos a otros quién de ellos sería el traidor.Quién es más importante
¿Aashajaa shii wayuunaiki napüshuwa'ale wayuuka lüirua?,¿Todos los habitantes de la comunidad hablan wayuunaiki ?
"Nnojo motüin paa'in sünain nu'tte'erüin waya Maleiwa je sünain neenaküin waya süpüla wakatalaainjanain suulia kaainjalaa. Nnojotsü naa'inrüin tia sünainjee tü kasa anasü waa'inrakat, shia sünainjee naa'inrüin tü kasa naa'inrüinjattüjütkalia paala sümaiwa je sünainjee anamiain nia wamüin. Nnojolüiwa'aya kasain eein yaa soo'opünaa tü mmakat, nütüjaatüjülia aa'u chi Maleiwakai sünain anamiainjachin nia wamüin nükajee Jesucristo.","Dios es quien nos ha salvado y nos ha llamado a una vida consagrada a él, no porque lo merecieran nuestras obras, sino porque tal ha sido su designio conforme al don que se nos ha concedido por medio de Cristo Jesús antes que el tiempo existiera."
"Shiasa ni'rapa Jesús tü wattakat saalin wayuu arütkaain nanainmüin, naa'ayajaakalaka saa'in tü yolujaakat suulia tü saa'inrakat nüka chi jintüikai sünain maa:—Yolujawaa, pia manüikat atüma wayuu, pia mache'ekat atüma wayuu, pujuitta nuulia chi jintüikai. Nnojo piitaain piantua püchikua —nümakalaka Jesús sümüin.","Jesús, al ver que se aglomeraba la gente, increpó al espíritu impuro, diciéndole:—¡Espíritu mudo y sordo, te ordeno que salgas de él y que no vuelvas a entrar en él jamás!"
"“Je jalia pia suulia kaainjalaa sükajee tü kasa pi'rakat. Anasüje ne'e shiale amüloulin puulia waneesia po'u sünain pikerolüin nüma'anamüin Maleiwa suulia pikerolojüin Hadesmüin sümaa tü piamasükat po'u, chaa eemüinjachire pujutünüin sa'akamüin tü ouktüsükalüirua.","Y si tu ojo va a ser causa de que caigas en pecado, arrójalo lejos de ti. Porque más te vale entrar tuerto en el reino de Dios que con tus dos ojos ser arrojado a la gehena,"
"Saashin tü ashajuushi aluwataanakat anain na watuushi judíokana nütüma Maleiwa, alatinnüsü saainjala tü wayuukolüirua müleka sütülüittinnüin süsha mürüt naa'u. Nnojolüiwa'aya ouktüin wane mürüt sümaa sütülüittinnüin süsha naa'u, nnojotsü alatinnüin naainjala.","Y es que, según la ley, prácticamente todas las cosas se purifican mediante la sangre y, si no hay derramamiento de sangre, tampoco hay perdón."
"Ojuittaashi nia sulu'ujee tü ekirajüleekat, o'unüshi nipialu'umüin wane wayuu kanüliashi Ticio Justo, kojuta atümachi Maleiwakai otta kepiashi yaa sü'ütpa'a tü ekirajüleekat.","Dicho esto, se retiró de allí y entró en casa de uno de los que, sin ser judíos, rendían culto al verdadero Dios, un tal Ticio Justo, que vivía junto a la sinagoga."
Shiyo'ujaakalaka ma'i naa'in nayakana. Epeinjaayaashi naashin.,"Sorprendidos y muy asustados, creían estar viendo un fantasma."
¿Jetshi?,¿Cuál?
"Shiasa süchikijee nantirüin tü piamasükat ne'ejena sotpa'amüin tü palaakat, napütüin süpüshua tü nakorolokot süpüla o'unaa nümaa Jesús.Eiyajünüshi wane wayuu aja'tta atachi","Y después de sacar las barcas a tierra, lo dejaron todo y se fueron con Jesús.Curación de un leproso"
chi laülaa apantajaakai suulia pulusiia,el viejo [que salió corriendo de la policía]
"Eejeena piamashii wayuu sünain a'yatawaa sulu'u nayüüjase. Tamaweechi wane. Oo'ulaka wane, tapüteechi”, nümakalaka Jesús namüin na nikirajüinkana.","Dos hombres estarán trabajando en el campo: a uno se lo llevarán y dejarán al otro]. Sí figura, en cambio, en el correspondiente lugar paralelo de Mt"
¿Kasa'irukut pia?,¿Qué clan eres tú?
"Jintüliiwa'aya pia, pütüjaatüjülia aa'u tü ashajuushikat sulu'u tü karaloukta nüchikimaajatkat Maleiwa, tü kekiikat atüma wayuu süpüla o'tte'ennaa sünainjee anoujaa nünain Jesucristo.",y que desde la cuna te han sido familiares las sagradas Escrituras como fuente de sabiduría en orden a la salvación mediante la fe en Cristo Jesús.
"Eesü nama'ana wuchii o'utünajatkat aa'in nümüin Maleiwa maa aka sümakat tü nüshajakat Moisés: “Piama wawaachi, piama toomas shiale eekai motsoyünnuuchen”.",y para ofrecer al mismo tiempo el sacrificio prescrito por la ley del Señor: una pareja de tórtolas o dos pichones.
"Müleka nüntüle wane wayuu jünainmüin eekai nnojolin nikirajüin tü shiimüinkat nikirajakat anain Cristo, nnojo kamaneein jia nümüin.","No ofrezcan sus casas, y ni siquiera saluden, al que acuda a ustedes sin llevar el aval de esta enseñanza;"
"Nayasa'a na laülaayuukana, nachuntakalaka süpüla nayu'nnajanain paala Pedro nümaa Juan na'akajee. Je nachikiru'u aashajiraashii naya.",les ordenaron salir de la sala del Consejo y se pusieron a deliberar entre ellos:
"Aashajaashi Jesús joolu'u namüin nüchikua'a: “¿Kaseerü alataka müleka pu'unüle eemüin wane wayuu pa'aleewain sünain achuntaa naa'u süse'eru'upünaa ai pümataalai nümüin yaa: ‘Tawa'irüin, anashi müleka pujuyaajirüle taya wane apünüinsü pan niküinjatü","Luego les dijo:—Supongan que uno de ustedes va a medianoche a casa de un amigo y le dice: «Amigo, préstame tres panes,"
Nüsha'walaakalaka Jesús sünain nümüin sümüin tü wayuukolüirua:—Juuneja tamüin nia —müshi.,"Entonces Jesús se detuvo y dijo:—Llámenlo.Llamaron al ciego, diciéndole:—Ten confianza, levántate, él te llama."
"Nu'ttakalaka joo Pedro sünain aashajawaa. Müshi nia mayaa:—Alu'ujasa'a joolu'u, tayaawatüitpa aa'u sünain shiimain nnojolüin ko'uin nükuaippa Maleiwakai sümüin wayuu.",Pedro tomó entonces la palabra y se expresó en estos términos:—Ahora comprendo verdaderamente que para Dios no existen favoritismos.
"Je suulia kajajüin tatüma pükuaippa süchiirua tü waashajaainjatkat achikü pümüin, tachuntüin pümüin kapülainjanain waya paa'in sünain paapajüinjatüin wanüikü motso'o.","No quiero importunarte demasiado; te ruego únicamente que tengas a bien prestar atención por un instante, con tu habitual bondad, a nuestra demanda."
Nasouktakalaka na laülaayuu judíokana sünain mojulu'ulüin nanüiki nümüin Jesús:—Lotüsü tü wamakat püchiki sünain “Samariaje'ewai pia je kale'eru'ushi pia yolujaa” wamüin pümüin.,Los judíos le contestaron:—Con razón decimos nosotros que eres samaritano y que tienes un demonio dentro.
"Akaajaa tü naa'inrakat süka tü iitakat kalu'ukot wiino. Süchikijee nekaain, naapaakalaka shia sünain nümüin namüin:—Asüüshikat tüü, anuu jüsüitpain joolu'u, müsü aka sukuaippa tü tasha amülainjatkat süpüla nikeraajüinjatüin chi Maleiwakai tü pütchi jeket pansaatüjütkalia nütüma je süpüla sülatinnajatüin saainjala wayuu süpüshua.","Lo mismo hizo con la copa después de haber cenado, diciendo:—Esta copa es la nueva alianza, confirmada con mi sangre, que va a ser derramada en favor de ustedes."
"Je sünain nürütkaain chi jintüikai nünainmüin Jesús, apalasüjawa'ain müshi, o'kchichijawa'ain müshi sütüma tü yolujaakat. Otta müshia Jesús, nuu'ule'erakalaka tü yolujaakat suulia tü saa'inrakat nüka chi jintüikai. Niiyajakalaka joo nia je naapüin nia nümüin chi nüshikai.","Cuando el muchacho se acercaba Jesús, el demonio lo derribó al suelo y le hizo retorcerse. Jesús, entonces, increpó al espíritu impuro, curó al muchacho y lo devolvió a su padre."
"Makatüichikalaja'aka Saulo yala Jerusalén. Namaakuu namüshi joo nia. Je aküjashi nia nüchikü chi Senyotkai sümaa yalayalain ma'i naa'in, eepünaale nia namaa.","A partir de entonces, Saulo se movía libremente por Jerusalén en compañía de los apóstoles, y hablaba sin miedo acerca del Señor."
Aya’laj eerü  teikalü wanee miichi,Mi madre comprará una casa.
"Müleka süshe'etünüle ju'upünaa sütüma wayuu, anasü müleka nnojorule jüchekajüin shia. Shia anaka alu'u müleka jujununtaale süpüla süshe'etünüin tü wane. Je müleka süsütünüle tü jüshe'inkat, anasü müleka juu'ulaale tü wane'eya süpülaya.","Si alguno te golpea en una mejilla, ofrécele también la otra. Si alguno quiere quitarte el manto, dale hasta la túnica."
"Je sükajee süpüshua tüü, a'atapajüshi taya joolu'u tü ka'i süso'iraajeetkat o'u taa'in.O'unaa süchiirua tü o'tte'ennakat apüla waya",Espero así participar de la resurrección de entre los muertos.En busca del premio
"Shiimüin sünain jukulajaain ma'i aa'in. Je sünainjee müin ne'e jukuaippa, mojushaatasü taa'in jütüma.","¡Pero solo eres tibio! No eres ni frío ni caliente, y por eso voy a vomitarte de mi boca."
"Kapülasü jaa'in tü naküjakat jümüin, ja'itaina jia naluwataain müin aka saa'in wane nachepchia, ja'itaina ne'ike'erüin jia shii'iree na'luwajeein tü kasa eekat jüma'ana, ja'itaina pülain aa'in juulia sünain ne'rüliin wayumüin süka nanüiki jümüin.","Aunque los tiranicen y los exploten y los despojen y los traten con arrogancia y los golpeen en el rostro, todo lo soportan."
"Müinjanaya jiakana, anashii müleka keraajüle jia sümaa eein jaa'in tapüla tayakai, chi Shipayakai Wayuu, süka tale'ejüinjachin tachikua jünainmüin so'uweena wane ka'i matüjaajuukat aa'u jütüma”, nümakalaka Jesús namüin.","Pues también ustedes estén preparados, porque cuando menos lo piensen vendrá el Hijo del hombre.La fidelidad en el servicio"
